ID	Ontology Source	Term	GOLevels	GOGroups	Nr. Genes	% Associated Genes	Term PValue	Term PValue Corrected with Benjamini-Hochberg	Group PValue	Group PValue Corrected with Benjamini-Hochberg	Associated Genes Found	All Associated Genes	OverViewTerm
GO:0008202	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	steroid metabolic process	[4]	[Group12]	22	46.80851	0.008456720111643508	0.04464039140900343	{Group12=0.00664818809916211}	{Group12=0.009670091780599433}	[Rv1817, Rv2216, Rv3541c, Rv3551, choD, cyp123, cyp124, cyp125, cyp51, erg3, fadA5, fadD19, fadE26, fadE27, fadE28, fadE29, fadE34, hsaA, hsaD, kshA, kshB, kstD]	[Rv0248c, Rv0785, Rv1106c, Rv1129c, Rv1817, Rv2216, Rv3541c, Rv3542c, Rv3551, Rv3552, Rv3553, Rv3559c, choD, cyp123, cyp124, cyp125, cyp126, cyp128, cyp130, cyp136, cyp142, cyp143, cyp51, echA20, erg3, fabG3, fadA5, fadA6, fadD19, fadD3, fadE26, fadE27, fadE28, fadE29, fadE30, fadE33, fadE34, hsaA, hsaB, hsaC, hsaD, kshA, kshB, kstD, ltp2, prpD, sdhA]	FALSE
GO:0009059	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	macromolecule biosynthetic process	[4]	[Group16]	166	36.807095	1.0665065794510393E-4	0.0014931092112314551	{Group16=0.35683249546398815}	{Group16=0.35683249546398815}	[Rv0079, Rv0081, Rv0135c, Rv0144, Rv0190, Rv0195, Rv0232, Rv0238, Rv0260c, Rv0302, Rv0324, Rv0328, Rv0452, Rv0474, Rv0576, Rv0653c, Rv0767c, Rv0792c, Rv0818, Rv0880, Rv0918, Rv0998, Rv1019, Rv1152, Rv1167c, Rv1219c, Rv1287, Rv1404, Rv1433, Rv1556, Rv1685c, Rv1773c, Rv1828, Rv1904, Rv2034, Rv2050, Rv2132, Rv2638, Rv2640c, Rv2642, Rv2842c, Rv2884, Rv2912c, Rv3050c, Rv3058c, Rv3060c, Rv3066, Rv3160c, Rv3173c, Rv3241c, Rv3277, Rv3334, Rv3405c, Rv3557c, Rv3644c, Rv3736, Rv3788, Rv3789, Rv3833, alkA, argR, blaI, clgR, cmaA2, cmtR, cpsY, crp, csoR, cysS1, devR, dnaE2, dnaJ1, dnaJ2, ethR, fmt, furA, glgB, glgE, greA, gyrB, higA, hrcA, hspR, ideR, ileS, infA, infC, kdpE, kmtR, kstR, ldtA, ldtB, ligB, lspA, mazE2, mazE6, mazF3, mce1R, mce2R, moaR1, mprA, murA, murE, murF, murX, nmtR, nrdE, nrdF1, nrdZ, nusA, nusG, phoP, pknH, pknK, proS, pth, regX3, rfe, rho, rplC, rplN, rplS, rplT, rplU, rplW, rplX, rplY, rpmI, rpmJ, rpoA, rpoB, rpoZ, rpsB, rpsD, rpsF, rpsG, rpsJ, rpsK, rpsL, rpsM, rpsO, rpsT, rsbW, rseA, rsfA, sigA, sigB, sigC, sigE, sigF, sigL, sirR, smtB, tsf, udgA, vapB1, vapB10, vapB14, vapB29, vapB9, vapC22, whiB1, whiB3, whiB4, whiB7, zur]	[Rv0042c, Rv0043c, Rv0067c, Rv0078, Rv0079, Rv0081, Rv0104, Rv0111, Rv0135c, Rv0144, Rv0158, Rv0190, Rv0192, Rv0195, Rv0228, Rv0232, Rv0238, Rv0258c, Rv0260c, Rv0273c, Rv0298, Rv0302, Rv0324, Rv0328, Rv0330c, Rv0339c, Rv0377, Rv0386, Rv0452, Rv0465c, Rv0472c, Rv0474, Rv0494, Rv0517, Rv0576, Rv0653c, Rv0674, Rv0691c, Rv0737, Rv0767c, Rv0792c, Rv0818, Rv0880, Rv0890c, Rv0918, Rv0958, Rv0998, Rv1002c, Rv1019, Rv1049, Rv1129c, Rv1152, Rv1167c, Rv1219c, Rv1230c, Rv1254, Rv1255c, Rv1287, Rv1353c, Rv1358, Rv1364c, Rv1395, Rv1404, Rv1433, Rv1474c, Rv1534, Rv1556, Rv1565c, Rv1626, Rv1674c, Rv1685c, Rv1700, Rv1719, Rv1766, Rv1773c, Rv1828, Rv1830, Rv1904, Rv1931c, Rv1985c, Rv2011c, Rv2034, Rv2050, Rv2090, Rv2132, Rv2166c, Rv2191, Rv2250c, Rv2282c, Rv2327, Rv2413c, Rv2420c, Rv2477c, Rv2478c, Rv2488c, Rv2506, Rv2553c, Rv2559c, Rv2603c, Rv2638, Rv2640c, Rv2642, Rv2803, Rv2842c, Rv2884, Rv2887, Rv2912c, Rv2943A, Rv2944, Rv2959c, Rv2989, Rv3031, Rv3032, Rv3050c, Rv3055, Rv3058c, Rv3060c, Rv3066, Rv3160c, Rv3167c, Rv3173c, Rv3208, Rv3241c, Rv3277, Rv3295, Rv3334, Rv3404c, Rv3405c, Rv3427c, Rv3557c, Rv3575c, Rv3644c, Rv3712, Rv3736, Rv3788, Rv3789, Rv3807c, Rv3833, Rv3910, accD2, accD3, aftA, aftB, aftC, aftD, alaS, alkA, alr, argR, argS, aspS, bacA, blaI, clgR, cmaA1, cmaA2, cmr, cmtR, cobQ2, cpsY, crp, csoR, cspA, cspB, cysS1, dacB1, dacB2, ddlA, def, devR, dinP, dinX, dnaA, dnaB, dnaE1, dnaE2, dnaG, dnaJ1, dnaJ2, dnaN, dnaQ, dnaZX, dprE1, dprE2, efp, embR, espR, ethR, fabG1, fmt, fmu, frr, ftsW, furA, fusA1, gatA, gatB, gatC, glf, glfT1, glfT2, glgA, glgB, glgC, glgE, glmS, glmU, gltS, glyS, greA, groES, gyrA, gyrB, hddA, higA, hisS, hrcA, hspR, hupB, ideR, ileS, infA, infB, infC, inhA, kasB, kdpE, kmtR, kstR, ldtA, ldtB, lepA, leuS, lexA, lgt, ligA, ligB, ligD, lprQ, lspA, lsr2, lysS, lysX, mak, mazE2, mazE6, mazE9, mazF3, mazF7, mce1R, mce2R, mce3R, metS, mfd, mmaA1, mmaA2, mmaA3, mmaA4, mmpL3, moaR1, mprA, mrsA, mshC, mtrA, murA, murB, murC, murD, murE, murF, murG, murI, murX, mutT1, mutT2, mutT3, narL, nmtR, nrdE, nrdF1, nrdF2, nrdR, nrdZ, nusA, nusB, nusG, oxyS, parD1, pbpA, pbpB, pcaA, pheS, pheT, phoP, pknB, pknH, pknK, polA, ponA1, ponA2, ppm1, prfA, prfB, priA, proS, prrA, prsA, pth, pyrR, recF, regX3, relF, relG, relJ, relK, rfe, rho, rmlA, rmlB, rmlC, rmlD, rnhB, rodA, rplA, rplB, rplC, rplD, rplE, rplF, rplI, rplJ, rplK, rplL, rplM, rplN, rplO, rplP, rplQ, rplR, rplS, rplT, rplU, rplV, rplW, rplX, rplY, rpmA, rpmB2, rpmC, rpmD, rpmE, rpmF, rpmG2, rpmH, rpmI, rpmJ, rpoA, rpoB, rpoC, rpoZ, rpsA, rpsB, rpsC, rpsD, rpsE, rpsF, rpsG, rpsH, rpsI, rpsJ, rpsK, rpsL, rpsM, rpsN1, rpsO, rpsP, rpsQ, rpsR1, rpsR2, rpsS, rpsT, rsbW, rseA, rsfA, rsfB, rshA, rskA, rslA, serS, sigA, sigB, sigC, sigD, sigE, sigF, sigG, sigH, sigI, sigJ, sigK, sigL, sigM, sirR, smc, smpB, smtB, ssb, tcrA, tcrX, thrS, trcR, treS, trpS, tsf, tuf, typA, tyrS, ubiA, udgA, umaA, uvrD1, valS, vapB1, vapB10, vapB11, vapB12, vapB14, vapB19, vapB2, vapB20, vapB22, vapB26, vapB29, vapB31, vapB41, vapB43, vapB9, vapC11, vapC2, vapC22, vapC47, virS, wbbL1, whiB1, whiB2, whiB3, whiB4, whiB5, whiB6, whiB7, zur]	FALSE
GO:0009266	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	response to temperature stimulus	[3]	[Group01]	11	57.894737	0.008966085436043384	0.046565798554935	{Group01=0.008966085436043384}	{Group01=0.010246954784049581}	[clgR, clpB, deaD, dnaJ1, dnaJ2, dnaK, hspX, sigB, sigC, sigE, sigF]	[clgR, clpB, deaD, dnaJ1, dnaJ2, dnaK, groEL1, groEL2, groES, hspX, htpG, rshA, sigB, sigC, sigD, sigE, sigF, sigH, sigI]	TRUE
GO:0009268	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	response to pH	[3]	[Group04]	11	57.894737	0.008966085436043384	0.046565798554935	{Group04=0.008966085436043384}	{Group04=0.010246954784049581}	[Rv3083, Rv3085, Rv3087, adhD, clgR, fadD13, fadE28, lipR, mprA, narH, tgs4]	[Rv1264, Rv3083, Rv3085, Rv3087, Rv3671c, adhD, arfA, clgR, fadD13, fadE28, lipF, lipR, lipV, mprA, mshD, narH, prpD, tgs4, virS]	TRUE
GO:0009892	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	negative regulation of metabolic process	[2, 3, 4]	[Group15]	35	43.75	0.004116545598990368	0.030125629156247693	{Group15=0.0017684452636075208}	{Group15=0.0035368905272150416}	[Rv0079, Rv0190, Rv0792c, Rv1773c, Rv3098A, Rv3241c, blaI, crp, csoR, ethR, furA, garA, higA, hrcA, hspR, ideR, mazF1, mazF2, mazF3, mazF5, mazF6, mce2R, mprA, phoP, phoY2, pknL, rsbW, sirR, uvrA, vapC22, whiB1, whiB3, whiB4, whiB7, zur]	[Rv0079, Rv0190, Rv0792c, Rv1353c, Rv1719, Rv1766, Rv1773c, Rv1985c, Rv2011c, Rv2166c, Rv2420c, Rv2477c, Rv2989, Rv3098A, Rv3241c, Rv3364c, Rv3642c, blaI, crp, csoR, cspA, cspB, ethR, furA, garA, gpsI, higA, hrcA, hspR, ideR, lexA, mazF1, mazF2, mazF3, mazF4, mazF5, mazF6, mazF7, mazF9, mce2R, mce3R, mprA, nrdR, phoP, phoY1, phoY2, pknA, pknB, pknD, pknE, pknF, pknL, pstP, relG, relK, rpfA, rpfB, rpfC, rpfD, rpfE, rplM, rsbW, rshA, rskA, rslA, sirR, topA, uvrA, uvrD1, vapB2, vapC11, vapC2, vapC22, vapC47, whiB1, whiB2, whiB3, whiB4, whiB7, zur]	FALSE
GO:0010033	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	response to organic substance	[3]	[Group05]	12	70.588234	5.288854128980583E-4	0.005676703431772493	{Group05=5.288854128980583E-4}	{Group05=0.0014103611010614888}	[Rv0077c, Rv1685c, Rv1686c, Rv1687c, Rv3160c, Rv3161c, adhD, atsA, kshA, mmpL6, pckA, whiB7]	[Rv0077c, Rv0560c, Rv0888, Rv1685c, Rv1686c, Rv1687c, Rv2779c, Rv3160c, Rv3161c, adhB, adhD, atsA, hsaC, kshA, mmpL6, pckA, whiB7]	TRUE
GO:0010035	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	response to inorganic substance	[3]	[Group09, Group14]	34	59.649124	1.6058835149194156E-6	2.721549956863431E-5	{Group09=1.6058835149194156E-6, Group14=3.166345498348329E-12}	{Group09=8.564712079570216E-6, Group14=5.0661527973573265E-11}	[Rv0190, Rv1425, Rv1760, Rv2484c, Rv2642, Rv3087, Rv3371, Rv3480c, cadI, cmtR, csoR, ctpG, ctpV, dnaK, furA, hsp, hspX, katG, kmtR, lpqS, mpa, mymT, narG, narH, sigA, sigC, sigE, smtB, sodA, tgs1, tgs2, tgs4, whiB1, zur]	[Rv0190, Rv0221, Rv0430, Rv0895, Rv1125, Rv1425, Rv1760, Rv2285, Rv2484c, Rv2642, Rv3087, Rv3224, Rv3371, Rv3480c, Rv3740c, acn, bfrA, cadI, cmtR, csoR, ctpG, ctpV, dnaK, furA, glnE, hsp, hspX, htpG, katG, kmtR, lpqS, lsr2, mntH, mpa, mshD, mymT, narG, narH, pafA, ppiA, sigA, sigC, sigE, sigG, sigJ, sigM, smtB, sodA, sodC, tgs1, tgs2, tgs3, tgs4, trxB1, tuf, whiB1, zur]	TRUE
GO:0010038	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	response to metal ion	[4]	[Group09, Group14]	15	65.21739	3.911266581749475E-4	0.004342854618356314	{Group09=1.6058835149194156E-6, Group14=3.166345498348329E-12}	{Group09=8.564712079570216E-6, Group14=5.0661527973573265E-11}	[Rv0190, Rv2642, cadI, cmtR, csoR, ctpG, ctpV, dnaK, furA, hspX, kmtR, lpqS, mymT, smtB, zur]	[Rv0190, Rv0430, Rv2642, Rv3224, acn, bfrA, cadI, cmtR, csoR, ctpG, ctpV, dnaK, furA, hspX, kmtR, lpqS, lsr2, mntH, mymT, ppiA, smtB, tuf, zur]	FALSE
GO:0010467	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	gene expression	[4]	[Group16]	171	40.33019	6.784049230569804E-8	1.4563092348289848E-6	{Group16=0.35683249546398815}	{Group16=0.35683249546398815}	[Rv0079, Rv0081, Rv0135c, Rv0144, Rv0190, Rv0195, Rv0208c, Rv0232, Rv0238, Rv0260c, Rv0275c, Rv0302, Rv0324, Rv0328, Rv0452, Rv0474, Rv0576, Rv0653c, Rv0767c, Rv0775, Rv0792c, Rv0802c, Rv0818, Rv0825c, Rv0828c, Rv0880, Rv0918, Rv0998, Rv1019, Rv1152, Rv1167c, Rv1219c, Rv1287, Rv1404, Rv1556, Rv1685c, Rv1773c, Rv1776c, Rv1828, Rv1904, Rv2034, Rv2050, Rv2132, Rv2204c, Rv2367c, Rv2372c, Rv2630, Rv2631, Rv2638, Rv2640c, Rv2642, Rv2842c, Rv2884, Rv2912c, Rv3050c, Rv3058c, Rv3060c, Rv3066, Rv3098A, Rv3160c, Rv3173c, Rv3241c, Rv3334, Rv3405c, Rv3557c, Rv3736, Rv3788, Rv3833, alkA, argR, blaI, clgR, cmtR, crp, csoR, cysS1, devR, dnaJ1, dnaJ2, dnaK, erm(37), ethR, fmt, ftsH, furA, gcvH, greA, higA, hrcA, hspR, ideR, ileS, infA, infC, kdpE, kmtR, kstR, lipA, lipB, mazE2, mazE6, mazF1, mazF2, mazF3, mazF5, mazF6, mce1R, mce2R, mesJ, moaR1, mprA, nmtR, nusA, nusG, phoP, pknH, pknK, proS, pth, regX3, rho, rnc, rne, rplC, rplN, rplS, rplT, rplU, rplW, rplX, rplY, rpmI, rpmJ, rpoA, rpoB, rpoZ, rpsB, rpsD, rpsF, rpsG, rpsJ, rpsK, rpsL, rpsM, rpsO, rpsT, rsbW, rseA, rsfA, sigA, sigB, sigC, sigE, sigF, sigL, sirR, smtB, sppA, truA, tsf, vapB1, vapB10, vapB14, vapB29, vapB9, vapC22, whiB1, whiB3, whiB4, whiB7, zur]	[Rv0042c, Rv0043c, Rv0067c, Rv0078, Rv0079, Rv0081, Rv0104, Rv0135c, Rv0144, Rv0158, Rv0190, Rv0195, Rv0208c, Rv0232, Rv0235c, Rv0238, Rv0258c, Rv0260c, Rv0273c, Rv0275c, Rv0298, Rv0302, Rv0324, Rv0328, Rv0330c, Rv0339c, Rv0377, Rv0380c, Rv0386, Rv0452, Rv0465c, Rv0472c, Rv0474, Rv0485, Rv0494, Rv0576, Rv0653c, Rv0658c, Rv0674, Rv0691c, Rv0737, Rv0767c, Rv0775, Rv0792c, Rv0802c, Rv0804, Rv0818, Rv0825c, Rv0828c, Rv0880, Rv0881, Rv0890c, Rv0918, Rv0958, Rv0998, Rv1003, Rv1019, Rv1049, Rv1129c, Rv1140, Rv1152, Rv1167c, Rv1219c, Rv1230c, Rv1255c, Rv1287, Rv1301, Rv1339, Rv1353c, Rv1358, Rv1364c, Rv1395, Rv1404, Rv1461, Rv1474c, Rv1534, Rv1540, Rv1556, Rv1626, Rv1674c, Rv1685c, Rv1719, Rv1766, Rv1773c, Rv1776c, Rv1828, Rv1830, Rv1863c, Rv1904, Rv1931c, Rv1985c, Rv2011c, Rv2034, Rv2050, Rv2118c, Rv2132, Rv2165c, Rv2166c, Rv2204c, Rv2250c, Rv2282c, Rv2327, Rv2367c, Rv2372c, Rv2407, Rv2420c, Rv2477c, Rv2488c, Rv2506, Rv2551c, Rv2554c, Rv2603c, Rv2630, Rv2631, Rv2638, Rv2640c, Rv2642, Rv2689c, Rv2733c, Rv2752c, Rv2803, Rv2842c, Rv2884, Rv2887, Rv2912c, Rv2966c, Rv2989, Rv3050c, Rv3055, Rv3058c, Rv3060c, Rv3066, Rv3098A, Rv3160c, Rv3167c, Rv3173c, Rv3208, Rv3241c, Rv3249c, Rv3295, Rv3300c, Rv3334, Rv3404c, Rv3405c, Rv3421c, Rv3422c, Rv3557c, Rv3575c, Rv3579c, Rv3736, Rv3752c, Rv3788, Rv3796, Rv3830c, Rv3833, alaS, alkA, argR, argS, aspS, blaI, clgR, cmr, cmtR, crp, csoR, cspA, cspB, cysS1, dcd, def, devR, dnaB, dnaJ1, dnaJ2, dnaK, dxs1, efp, embR, erm(37), espR, ethR, fbpB, fmt, fmu, frr, ftsH, furA, fusA1, gatA, gatB, gatC, gcp, gcvH, gid, glnA1, gltS, glyS, gpsI, greA, groES, higA, hisS, hrcA, hspR, hupB, ideR, ileS, infA, infB, infC, kdpE, kmtR, ksgA, kstR, lepA, lepB, leuS, lexA, lipA, lipB, lsr2, lysS, lysX, mapA, mapB, mazE2, mazE6, mazE9, mazF1, mazF2, mazF3, mazF4, mazF5, mazF6, mazF7, mazF9, mce1R, mce2R, mce3R, mesJ, metS, mfd, miaA, moaR1, moeW, moeY, mprA, mshC, mshD, mtrA, mycP1, mycP2, mycP3, mycP4, mycP5, narL, nmtR, nrdR, nusA, nusB, nusG, oxyS, parD1, pcnA, pheS, pheT, phoP, pknH, pknK, prfA, prfB, proS, prrA, pth, pyrR, rbfA, recA, regX3, relF, relG, relJ, relK, rho, rimI, rimM, rnc, rne, rnpA, rpfA, rpfB, rpfC, rpfD, rpfE, rphA, rplA, rplB, rplC, rplD, rplE, rplF, rplI, rplJ, rplK, rplL, rplM, rplN, rplO, rplP, rplQ, rplR, rplS, rplT, rplU, rplV, rplW, rplX, rplY, rpmA, rpmB2, rpmC, rpmD, rpmE, rpmF, rpmG2, rpmH, rpmI, rpmJ, rpoA, rpoB, rpoC, rpoZ, rpsA, rpsB, rpsC, rpsD, rpsE, rpsF, rpsG, rpsH, rpsI, rpsJ, rpsK, rpsL, rpsM, rpsN1, rpsO, rpsP, rpsQ, rpsR1, rpsR2, rpsS, rpsT, rsbW, rseA, rsfA, rsfB, rshA, rskA, rslA, serS, sigA, sigB, sigC, sigD, sigE, sigF, sigG, sigH, sigI, sigJ, sigK, sigL, sigM, sirR, smpB, smtB, spoU, sppA, tcrA, tcrX, thrS, tlyA, trcR, trmD, trmU, trpS, truA, truB, tsf, tsnR, tuf, typA, tyrS, valS, vapB1, vapB10, vapB11, vapB12, vapB14, vapB19, vapB2, vapB20, vapB22, vapB26, vapB29, vapB31, vapB41, vapB43, vapB9, vapC11, vapC2, vapC22, vapC47, virS, whiB1, whiB2, whiB3, whiB4, whiB5, whiB6, whiB7, zmp1, zur]	FALSE
GO:0010468	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	regulation of gene expression	[4, 5]	[Group16]	126	48.091602	9.766528808263904E-12	1.5724111381304885E-9	{Group16=0.35683249546398815}	{Group16=0.35683249546398815}	[Rv0079, Rv0081, Rv0135c, Rv0144, Rv0190, Rv0195, Rv0232, Rv0238, Rv0260c, Rv0275c, Rv0302, Rv0324, Rv0328, Rv0452, Rv0474, Rv0576, Rv0653c, Rv0767c, Rv0775, Rv0792c, Rv0818, Rv0825c, Rv0880, Rv0918, Rv0998, Rv1019, Rv1152, Rv1167c, Rv1219c, Rv1287, Rv1404, Rv1556, Rv1685c, Rv1773c, Rv1776c, Rv1828, Rv1904, Rv2034, Rv2050, Rv2132, Rv2638, Rv2640c, Rv2642, Rv2884, Rv2912c, Rv3050c, Rv3058c, Rv3060c, Rv3066, Rv3098A, Rv3160c, Rv3173c, Rv3241c, Rv3334, Rv3405c, Rv3557c, Rv3736, Rv3788, Rv3833, alkA, argR, blaI, clgR, cmtR, crp, csoR, devR, dnaJ1, dnaJ2, dnaK, ethR, ftsH, furA, greA, higA, hrcA, hspR, ideR, infA, infC, kdpE, kmtR, kstR, mazE2, mazE6, mazF1, mazF2, mazF3, mazF5, mazF6, mce1R, mce2R, moaR1, mprA, nmtR, nusA, nusG, phoP, pknH, pknK, regX3, rnc, rpsD, rsbW, rseA, rsfA, sigA, sigB, sigC, sigE, sigF, sigL, sirR, smtB, tsf, vapB1, vapB10, vapB14, vapB29, vapB9, vapC22, whiB1, whiB3, whiB4, whiB7, zur]	[Rv0042c, Rv0043c, Rv0067c, Rv0078, Rv0079, Rv0081, Rv0104, Rv0135c, Rv0144, Rv0158, Rv0190, Rv0195, Rv0232, Rv0238, Rv0258c, Rv0260c, Rv0273c, Rv0275c, Rv0298, Rv0302, Rv0324, Rv0328, Rv0330c, Rv0339c, Rv0377, Rv0386, Rv0452, Rv0465c, Rv0472c, Rv0474, Rv0485, Rv0494, Rv0576, Rv0653c, Rv0691c, Rv0737, Rv0767c, Rv0775, Rv0792c, Rv0818, Rv0825c, Rv0880, Rv0890c, Rv0918, Rv0958, Rv0998, Rv1019, Rv1049, Rv1129c, Rv1152, Rv1167c, Rv1219c, Rv1230c, Rv1255c, Rv1287, Rv1353c, Rv1358, Rv1364c, Rv1395, Rv1404, Rv1474c, Rv1534, Rv1556, Rv1674c, Rv1685c, Rv1719, Rv1766, Rv1773c, Rv1776c, Rv1828, Rv1830, Rv1904, Rv1931c, Rv1985c, Rv2011c, Rv2034, Rv2050, Rv2132, Rv2166c, Rv2250c, Rv2282c, Rv2327, Rv2420c, Rv2477c, Rv2488c, Rv2506, Rv2603c, Rv2638, Rv2640c, Rv2642, Rv2803, Rv2884, Rv2887, Rv2912c, Rv2989, Rv3050c, Rv3055, Rv3058c, Rv3060c, Rv3066, Rv3098A, Rv3160c, Rv3167c, Rv3173c, Rv3208, Rv3241c, Rv3249c, Rv3295, Rv3334, Rv3405c, Rv3557c, Rv3575c, Rv3736, Rv3788, Rv3830c, Rv3833, alkA, argR, blaI, clgR, cmr, cmtR, crp, csoR, cspA, cspB, devR, dnaJ1, dnaJ2, dnaK, dxs1, efp, embR, espR, ethR, fbpB, fmu, frr, ftsH, furA, fusA1, glnA1, gpsI, greA, groES, higA, hrcA, hspR, hupB, ideR, infA, infB, infC, kdpE, kmtR, kstR, lepA, lexA, lsr2, mazE2, mazE6, mazE9, mazF1, mazF2, mazF3, mazF4, mazF5, mazF6, mazF7, mazF9, mce1R, mce2R, mce3R, mfd, moaR1, mprA, mtrA, narL, nmtR, nrdR, nusA, nusB, nusG, oxyS, parD1, phoP, pknH, pknK, prfA, prfB, prrA, pyrR, regX3, relF, relG, relJ, relK, rnc, rpfA, rpfB, rpfC, rpfD, rpfE, rplA, rplM, rpsD, rsbW, rseA, rsfA, rsfB, rshA, rskA, rslA, sigA, sigB, sigC, sigD, sigE, sigF, sigG, sigH, sigI, sigJ, sigK, sigL, sigM, sirR, smtB, tcrA, tcrX, trcR, tsf, tuf, typA, vapB1, vapB10, vapB11, vapB12, vapB14, vapB19, vapB2, vapB20, vapB22, vapB26, vapB29, vapB31, vapB41, vapB43, vapB9, vapC11, vapC2, vapC22, vapC47, virS, whiB1, whiB2, whiB3, whiB4, whiB5, whiB6, whiB7, zur]	FALSE
GO:0010557	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	positive regulation of macromolecule biosynthetic process	[4, 5, 6]	[Group13]	19	57.575756	6.611562674652626E-4	0.006867494133026277	{Group13=0.01963960610743149}	{Group13=0.020948913181260256}	[Rv0818, Rv1904, Rv2050, Rv2638, Rv2884, clgR, crp, devR, kdpE, mprA, phoP, pknH, regX3, rpsD, rseA, rsfA, sigB, sigF, zur]	[Rv0339c, Rv0818, Rv1904, Rv2050, Rv2638, Rv2884, clgR, crp, devR, hupB, kdpE, lepA, mprA, mtrA, phoP, pknH, prrA, regX3, rpsD, rseA, rsfA, rsfB, sigB, sigF, sigM, tcrA, tcrX, trcR, vapB11, vapB2, vapB22, virS, zur]	FALSE
GO:0010604	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	positive regulation of macromolecule metabolic process	[3, 4, 5]	[Group13]	21	48.837208	0.005466680166788676	0.034515117915803015	{Group13=0.01963960610743149}	{Group13=0.020948913181260256}	[Rv0818, Rv1904, Rv2050, Rv2638, Rv2884, clgR, crp, devR, dnaK, katG, kdpE, mprA, phoP, pknH, regX3, rpsD, rseA, rsfA, sigB, sigF, zur]	[Rv0339c, Rv0818, Rv1904, Rv2050, Rv2638, Rv2884, Rv3780, clgR, crp, devR, dnaK, dxs1, fbpB, glnA1, hupB, katG, kdpE, lepA, mprA, mtrA, phoP, pknH, prrA, regX3, rpfB, rpfC, rpfD, rpfE, rpsD, rseA, rsfA, rsfB, sigB, sigF, sigM, tcrA, tcrX, trcR, vapB11, vapB2, vapB22, virS, zur]	FALSE
GO:0010605	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	negative regulation of macromolecule metabolic process	[3, 4, 5]	[Group15]	32	45.070423	0.0034233958353379577	0.02688618192631274	{Group15=0.0017684452636075208}	{Group15=0.0035368905272150416}	[Rv0079, Rv0190, Rv0792c, Rv1773c, Rv3098A, Rv3241c, blaI, crp, csoR, ethR, furA, higA, hrcA, hspR, ideR, mazF1, mazF2, mazF3, mazF5, mazF6, mce2R, mprA, phoP, rsbW, sirR, uvrA, vapC22, whiB1, whiB3, whiB4, whiB7, zur]	[Rv0079, Rv0190, Rv0792c, Rv1353c, Rv1719, Rv1766, Rv1773c, Rv1985c, Rv2011c, Rv2166c, Rv2420c, Rv2477c, Rv2989, Rv3098A, Rv3241c, Rv3364c, Rv3642c, blaI, crp, csoR, cspA, cspB, ethR, furA, gpsI, higA, hrcA, hspR, ideR, lexA, mazF1, mazF2, mazF3, mazF4, mazF5, mazF6, mazF7, mazF9, mce2R, mce3R, mprA, nrdR, phoP, pstP, relG, relK, rpfA, rpfB, rpfC, rpfD, rpfE, rplM, rsbW, rshA, rskA, rslA, sirR, topA, uvrA, uvrD1, vapB2, vapC11, vapC2, vapC22, vapC47, whiB1, whiB2, whiB3, whiB4, whiB7, zur]	FALSE
