NAME	phosphorelay signal transduction system	response to hypoxia	DNA-binding transcription factor activity	ribonuclease activity	nucleobase-containing compound metabolic process	transcription, DNA-templated	regulation of transcription, DNA-templated	arginine metabolic process	steroid biosynthetic process	response to oxidative stress	steroid metabolic process	macromolecule biosynthetic process	response to temperature stimulus	response to pH	negative regulation of metabolic process	response to organic substance	response to inorganic substance	response to metal ion	gene expression	regulation of gene expression	positive regulation of macromolecule biosynthetic process	positive regulation of macromolecule metabolic process	negative regulation of macromolecule metabolic process	RNA metabolic process	sterol metabolic process	heterocycle biosynthetic process	regulation of nucleobase-containing compound metabolic process	regulation of metabolic process	triglyceride biosynthetic process	aromatic compound biosynthetic process	regulation of cellular metabolic process	negative regulation of cellular metabolic process	regulation of cellular biosynthetic process	negative regulation of cellular biosynthetic process	positive regulation of cellular biosynthetic process	nucleobase-containing compound biosynthetic process	response to decreased oxygen levels	homeostatic process	macromolecule metabolic process	negative regulation of transcription, DNA-templated	positive regulation of transcription, DNA-templated	negative regulation of growth	negative regulation of nucleobase-containing compound metabolic process	positive regulation of nucleobase-containing compound metabolic process	alcohol catabolic process	response to copper ion	negative regulation of biological process	positive regulation of cellular process	regulation of cellular process	regulation of nitrogen compound metabolic process	negative regulation of nitrogen compound metabolic process	positive regulation of nitrogen compound metabolic process	regulation of macromolecule metabolic process	cellular response to chemical stimulus	response to nitric oxide	nitrogen cycle metabolic process	response to host	regulation of primary metabolic process	nucleic acid metabolic process	detoxification	transcription regulator activity	organic cyclic compound biosynthetic process	response to nitrogen compound	response to oxygen-containing compound	secondary alcohol metabolic process	reactive nitrogen species metabolic process
gene expression	0.030570500582649155	-0.10013286628819948	0.47149520898917724	-0.02526830922789923	0.43033513060376866	0.6883809357312995	0.6665568369028008	-0.02706906500087835	-0.030118511435976058	-0.0020183124938467378	-0.09259623904696289	0.761216513313248	0.04499862427774592	-0.024037619750369027	0.199903369972219	-0.016784055147610076	0.004015869943874609	0.03916449086161853	1.0	0.7786759045419553	0.1357444809769844	0.13825827602356489	0.21320782182541614	0.6919685169159765	-0.08442359911133071	0.5190277030104767	0.6527504266771694	0.7510505539284349	-0.047049701093073805	0.5124789592901227	0.6824232486893487	0.16618004866180078	0.6999804335065332	0.17943454780930038	0.1357444809769844	0.5462653990639886	-0.09700575723267402	-0.07193401981357721	0.5511190689346464	0.16336913510457904	0.1287878787878789	-0.015049711154637678	0.1545153780174002	0.12437269783194455	-0.08031939877876972	0.011858700567810621	0.14644744568408719	0.1338485773358277	0.5591942170281026	0.6915623039820042	0.17500366014347768	0.13825827602356489	0.7694210997824324	-0.11362530413625274	-0.04396837668653518	-0.02706906500087835	-0.1299274900210207	0.6915623039820042	0.5778722046003153	-0.08127399822782282	0.5013009540329573	0.47371646883363655	-0.05234365286584612	-0.03298483286702991	-0.08442359911133071	-0.03131262525050086
regulation of gene expression	0.06497983608689976	-0.0787860208461072	0.6521284787152128	-0.014747624336665583	0.44893812773135017	0.8573767238813375	0.8789473684210528	-0.022529749966573157	-0.029688972667295043	0.029039273378533764	-0.08865293590891635	0.6816884352564657	0.07615190545744267	-0.015469393174877302	0.3019619865113429	-0.00436681222707423	0.05215893713863943	0.07367387033398833	0.7786759045419553	1.0	0.2050006460783048	0.21030676421511976	0.3165779373529776	0.704893372267941	-0.08113329040566637	0.6507993212467625	0.8627275440167114	0.967687552683338	-0.04600982605231704	0.6638636568036694	0.8943321404391141	0.2548286604361373	0.9153000098202889	0.26922108971939107	0.2050006460783048	0.6996150673632116	-0.07195077372974272	-0.052928634140223745	0.3903614457831323	0.24486803519061606	0.19486581096849476	0.005138545596462071	0.23527549081697277	0.19014084507042273	-0.07733557307145603	0.02790822487588911	0.25100864553314145	0.20557758730970954	0.755805548025662	0.9049771556333236	0.26439232409381663	0.21030676421511976	0.9891232384375296	-0.10342679127725835	-0.03883687195041539	-0.022529749966573157	-0.09351300898378259	0.9049771556333236	0.5928101308006333	-0.07394140974798473	0.688211690705997	0.6044152225028303	-0.04682383759004578	-0.008387342737323668	-0.08113329040566637	-0.026648900732845034
positive regulation of macromolecule biosynthetic process	0.36408194042981057	0.021692896639727923	0.19177303498527204	-0.05532515662225352	0.07862240631623986	0.22686250867770139	0.23694627709707813	-0.02727707768384215	-0.02274670771335538	0.1067465601420321	-0.04638260097647437	0.14179104477611945	0.17501120908683201	0.10626214317740179	0.0999574649085501	-0.03303390321645845	-0.01611226611226703	0.023224950232247802	0.1357444809769844	0.2050006460783048	1.0	0.947733212134985	0.11077144398489468	0.14257362012551647	-0.04423748544819633	0.14796114373525046	0.22932469253995127	0.19340823040158894	-0.03123598864145866	0.1521684492725292	0.21978357474812563	0.11869158878504603	0.23368659837663477	0.13181682725737498	1.0	0.16415110928753543	0.05559661657222493	-0.051761043004475975	0.053900709219858074	0.15211970074812792	0.9718413320274243	0.017217544300614996	0.14152410575427662	0.9451008473564868	-0.04308390022675707	-0.025090789039286507	0.10735524256651131	0.923435419440746	0.16805606578687088	0.22428330522765563	0.12726211325160408	0.947733212134985	0.20103257059085952	-0.05327102803738172	-0.03472515113172793	0.046099856436431885	-0.0032383847729829675	0.22428330522765563	0.11174185142963501	-0.04638260097647437	0.26737234146819633	0.13370998116760843	-0.03782349037823632	-0.0483358066567726	-0.04423748544819633	0.04166666666666757
positive regulation of macromolecule metabolic process	0.34152451389717364	0.015232606010703802	0.1814530479434639	-0.05909439754412887	0.0788731846725121	0.21697874035710404	0.22689075630252126	-0.028162717925793786	-0.023359288097887215	0.19495120916419187	-0.049002969876960865	0.13293188948486998	0.22569785383644148	0.09664749614251587	0.09098394400988087	-0.03434178250204395	0.05579758713136679	0.07595731324545008	0.13825827602356489	0.21030676421511976	0.947733212134985	1.0	0.10140649418301785	0.13367526847251202	-0.04661487236403876	0.13902399038198834	0.23618713962484483	0.2124745511752731	-0.03240286155140797	0.1431986878318648	0.24110299316521308	0.10900900900900888	0.22381973494568821	0.12155065406282678	0.947733212134985	0.15507740750459198	0.04799808962827328	-0.05504587155963114	0.059668508287292865	0.1408114558472544	0.919692737430168	0.012286770845759765	0.13078070611635934	0.947733212134985	-0.04533575730030429	0.04490925868963486	0.09831546707503878	0.9756045820958847	0.18487891317188415	0.24597889560495823	0.11720651563377611	1.0	0.22075865999620012	0.026126126126127483	-0.036173313899560786	0.04038146326925878	-0.009748854025437185	0.24597889560495823	0.11368015414258205	-2.1213406873041836E-4	0.2560587042579897	0.1248682417667175	-0.039548022598869456	0.04225066016656597	-0.04661487236403876	0.03612716763005897
negative regulation of macromolecule metabolic process	0.03505500652619818	-0.046186144156753796	0.17312540853487707	0.15575068374838094	0.1293628916411073	0.245041807753438	0.2564831261101246	-0.03150295340188162	-0.025611708209469047	0.05769887333560976	-0.060088767497439334	0.16525802923336952	-0.03690501153281606	0.01132312853847743	0.951714485654304	0.0078060805258832	0.08600624467783147	0.13165537270087166	0.21320782182541614	0.3165779373529776	0.11077144398489468	0.10140649418301785	1.0	0.21825977828906112	-0.05653710247349836	0.15260572404955178	0.2638463679376568	0.31335084786243167	-0.03690501153281606	0.15766914437632273	0.2785072116939396	0.8616541353383459	0.2806215107284587	0.8732882102943489	0.11077144398489468	0.1720052157151769	-0.04929865177720171	0.07315561066335996	0.09171974522292996	0.8262548262548263	0.11570853167337854	0.07794145068058914	0.8318440292445166	0.11077144398489468	-0.054666426901635506	0.07423971377459787	0.7101369863013701	0.0969614202799591	0.21159436187133238	0.28421673327655106	0.8930564166150029	0.10140649418301785	0.32485322896281804	-0.07218045112781878	0.004429232937386747	-0.03150295340188162	-0.040783594913506464	0.28421673327655106	0.1822269119603616	-0.060088767497439334	0.1788646911817208	0.13533834586466173	-0.001936108422072566	0.012549537648613714	-0.05653710247349836	-0.03426124197002018
RNA metabolic process	0.040066777963272154	-0.07018455939693241	0.5247240725433948	0.26178174416784117	0.7058149746095989	0.7540162927228871	0.7312714776632302	-0.025830460241886843	-0.030001648442221827	-0.017916177882051843	-0.09150047989762174	0.5606677186280209	0.028451517959339347	-0.02169291982340446	0.2048349363140106	-0.013381201044386316	0.005625585998541701	0.03622600702892665	0.6919685169159765	0.704893372267941	0.14257362012551647	0.13367526847251202	0.21825977828906112	1.0	-0.08351177730192696	0.5607706671193347	0.7169037199124727	0.6775324220119173	-0.0467651387147762	0.5734021233957276	0.6757373674081368	0.16692913385826788	0.7036752407214865	0.18026294946934898	0.14257362012551647	0.6076780239236516	-0.06608317364959337	-0.06661045531197354	0.496113074204947	0.18604651162790722	0.1470493389229278	0.1019979535785449	0.17704744235356498	0.14257362012551647	-0.07949364372686771	0.0036192147400742527	0.2573216520650815	0.12925242614908827	0.55237606398905	0.6849881000493959	0.17580101180438448	0.13367526847251202	0.6957135297230553	-0.12283464566929099	-0.042560121600347556	-0.025830460241886843	-0.10783275331618512	0.6849881000493959	0.8743474565982761	-0.06697237922576521	0.5566692367000768	0.5154561762129239	-0.05082454717491238	-0.03834714255364323	-0.08351177730192696	-0.03003823047514982
sterol metabolic process	-0.04161566707466473	-0.020083682008367996	-0.0727831881086622	-0.05724197745013003	-0.0867198133385185	-0.07930156420516503	-0.07879924953095718	-0.02773497688751992	0.4316309719934096	-0.04772234273318865	0.9501084598698484	-0.08413583375570181	-0.03183791606367401	0.03473227206946423	-0.05857740585774015	0.030898876404495915	-0.05792163543441201	-0.03870967741935365	-0.08442359911133071	-0.08113329040566637	-0.04423748544819633	-0.04661487236403876	-0.05653710247349836	-0.08351177730192696	1.0	-0.08324205914567365	-0.07917888563049862	-0.08168316831683159	-0.03183791606367401	-0.08303148509334099	-0.08043257857384256	-0.05504587155963243	-0.07977409106953726	-0.052580331061342585	-0.04423748544819633	-0.08243203741596028	-0.02263540824575531	-0.05343511450381783	-0.08832807570977909	-0.048780487804877745	-0.04295942720763826	-0.04161566707466473	-0.05076142131979622	-0.04423748544819633	0.8661233993015139	-0.02547770700637045	-0.06811145510835907	-0.04772234273318865	-0.08288694671553389	-0.08021940349674346	-0.05343511450381783	-0.04661487236403876	-0.08132147395171556	-0.012844036697247386	-0.035470668485672985	-0.02773497688751992	-0.036577400391901396	-0.08021940349674346	-0.08505693702068336	-0.04772234273318865	-0.07392996108949418	-0.012876641771826033	-0.03870967741935365	-0.002074688796680273	0.895454545454546	-0.02985074626865703
heterocycle biosynthetic process	0.04288155211376267	-0.08012735473600366	0.5399772828287817	-0.12138327916022795	0.5914352293998547	0.7724448943905019	0.7494785631517962	-0.025461275307049676	-0.029966766180364094	-0.015923219544116057	-0.09117679136219824	0.5967270601987141	0.01753308392428389	-0.020995030431626652	0.1395595648713191	-0.012369066191219183	0.0093587153036268	0.038748962081372865	0.5190277030104767	0.6507993212467625	0.14796114373525046	0.13902399038198834	0.15260572404955178	0.5607706671193347	-0.08324205914567365	1.0	0.7349253180896184	0.6239172706381475	-0.04668044000223347	0.9456871753037654	0.6828805207721169	0.1613941018766758	0.7110156714031161	0.17471537257864353	0.14796114373525046	0.9449497367161321	-0.07567510437034267	-0.0526599181563643	0.25492957746478884	0.1927409261576975	0.1524584754152457	-0.03318084109573984	0.1836900568951506	0.14796114373525046	-0.07924921793534942	0.0046088129496399234	0.09171974522293021	0.13458392409204964	0.6086244776633782	0.6921925327768453	0.1702562998061599	0.13902399038198834	0.6417764328942684	-0.10991957104557654	-0.04214154667259642	-0.025461275307049676	-0.08094920129436547	0.6921925327768453	0.4907990413129139	-0.06609226742283787	0.5724907063197028	0.9469312413474851	-0.050373650705784756	-0.03659860990443074	-0.08324205914567365	-0.02965864577504206
regulation of nucleobase-containing compound metabolic process	0.08560600431002421	-0.06664376502919965	0.7459853143095935	-0.1075313517633201	0.49179571917150205	0.9577848864649431	0.9816733067729084	-0.0197393785180047	-0.02942321164474227	0.030664147652957274	-0.08632466211306485	0.6735562849285905	0.04247192727828279	-0.010236040027499962	0.2652009618687737	0.003193430656934141	0.07961915275286345	0.07724034495688042	0.6527504266771694	0.8627275440167114	0.22932469253995127	0.23618713962484483	0.2638463679376568	0.7169037199124727	-0.07917888563049862	0.7349253180896184	1.0	0.865181711606096	-0.045374684898021496	0.7487098423915571	0.9357182783678033	0.2898245614035088	0.9345000776678921	0.272410606383735	0.22932469253995127	0.7866419294990725	-0.05777747496082307	-0.04190260475651254	0.3294915254237289	0.29284525790349464	0.23435419440745653	-0.016942855019692976	0.3155252778773758	0.24626261138522698	-0.07555784667501306	0.019987604586302554	0.21996830427892242	0.23121639296613888	0.7902931687473698	0.9470777726645191	0.29997168742921876	0.23618713962484483	0.8749258453628632	-0.09754385964912303	-0.035722394611366996	-0.0197393785180047	-0.07365913334621113	0.9470777726645191	0.6245176610270109	-0.05289928789420153	0.7842401500938084	0.6863122121361177	-0.0434945631796027	0.006050129645635373	-0.07917888563049862	-0.023791250959324776
regulation of metabolic process	0.05920189845750334	-0.06865936667653141	0.6240420172570879	-0.020122640947788078	0.4493813919638411	0.8262755226353492	0.8472324723247232	-0.02330196530311764	-0.029762288217483696	0.038012055603395344	-0.08930987821380273	0.6547139058076692	0.07086964819645028	-0.016922196068452307	0.3397454868304233	-0.006468797564687797	0.05793660216075076	0.06786050895381719	0.7510505539284349	0.967687552683338	0.19340823040158894	0.2124745511752731	0.31335084786243167	0.6775324220119173	-0.08168316831683159	0.6239172706381475	0.865181711606096	1.0	-0.04618614415675292	0.6368044126150972	0.9288467945361955	0.2954954954954956	0.8945310614471208	0.2683148518451191	0.19340823040158894	0.6720086921091947	-0.06249632201494731	-0.04217013049782458	0.3951557093425604	0.23131170662905534	0.1837878221890176	0.0017485792793355717	0.24992380371837872	0.19340823040158894	-0.07783501955185888	0.0251733881325453	0.28587412587412586	0.20777463402632534	0.7893490595541258	0.9175154210299813	0.27742870952150794	0.2124745511752731	0.9785567779228045	-0.09129129129129093	-0.039704115824745555	-0.008578196018180781	-0.09932688500480757	0.9175154210299813	0.5856628152565535	-0.06101611514331413	0.6593313584426577	0.5780636249838134	-0.04775369148601948	0.0015896307165568742	-0.08168316831683159	-0.012763241863433054
triglyceride biosynthetic process	-0.02990564529026065	0.3683178028445317	-0.04319929199623869	-0.03720405862457718	-0.04775439484493942	-0.04541494640354479	-0.04524975514201758	-0.02199511219728948	-0.018951513659857228	-0.03293413173652689	-0.03293413173652689	-0.04696018928093812	-0.024498886414253896	0.16177363838833686	-0.037763609612555135	0.06359053896859208	0.37750601443464316	-0.02837489251934648	-0.047049701093073805	-0.04600982605231704	-0.03123598864145866	-0.03240286155140797	-0.03690501153281606	-0.0467651387147762	-0.03183791606367401	-0.04668044000223347	-0.045374684898021496	-0.04618614415675292	1.0	-0.046614146355336825	-0.045783638207827576	-0.036263736263734865	-0.045569527440700905	-0.03517706976193294	-0.03123598864145866	-0.04642461612140436	0.35107683626445985	0.01754791041329921	-0.04823805794831631	-0.03343465045592701	-0.030593325092707027	-0.02990564529026065	-0.03435352904434725	-0.03123598864145866	-0.03123598864145866	-0.020551144325081722	-0.04150943396226412	-0.03293413173652689	-0.046568556864326184	-0.04571448868681841	-0.03555760794273838	-0.03240286155140797	-0.046070283358418895	0.0142857142857153	0.7433513111400409	-0.02199511219728948	0.026206292430104045	-0.04571448868681841	-0.04724575773933855	-0.03293413173652689	-0.043600709293835346	-0.04690402071834038	0.6835769561478933	0.5568969946057021	-0.03183791606367401	-0.023305084745762705
aromatic compound biosynthetic process	0.04508093247678624	-0.07856084085702728	0.5517353389470528	-0.12064531846357932	0.604456079338085	0.7865379707185781	0.7634132086499124	-0.025172147775651077	-0.029939432212877013	-0.014368134916231793	-0.09092422057028726	0.6095649258110488	0.018799237791871686	-0.020448792696453555	0.14458967794097838	-0.011577095511037982	0.012262316335350115	0.04072143159081309	0.5124789592901227	0.6638636568036694	0.1521684492725292	0.1431986878318648	0.15766914437632273	0.5734021233957276	-0.08303148509334099	0.9456871753037654	0.7487098423915571	0.6368044126150972	-0.046614146355336825	1.0	0.6961898471839486	0.16648501362397844	0.7245699283789697	0.17985572043777617	0.1521684492725292	0.9597294872075464	-0.07387232672337425	-0.03864469866987802	0.2124670763827918	0.19796308084022932	0.15668383340797143	-0.032344937862934346	0.18886899021903886	0.1521684492725292	-0.07905833728950826	0.005384042614123875	0.09722401549386726	0.1387440363918785	0.6214565692877408	0.7055798111870529	0.1753790574196727	0.1431986878318648	0.6547784398942607	-0.10926430517711141	-0.041814115448857735	-0.025172147775651077	-0.06611806984193107	0.7055798111870529	0.5033915222129428	-0.06540552535226898	0.5846732300994407	0.9321719714363955	-0.05002113569113752	-0.035234991992047236	-0.08303148509334099	-0.02936145952109448
regulation of cellular metabolic process	0.07235875175171727	-0.059670452727562946	0.6868173952511986	-0.09689685173847197	0.45283272259846896	0.8951075527629279	0.9174887892376683	-0.02153759385244478	-0.029594628201940098	0.03562323896417529	-0.08781698644841035	0.693641366058171	0.05075023608827944	-0.013605680109125386	0.30827067669172925	-0.0016723573270156862	0.07686873876188079	0.08110900637162041	0.6824232486893487	0.8943321404391141	0.21978357474812563	0.24110299316521308	0.2785072116939396	0.6757373674081368	-0.08043257857384256	0.6828805207721169	0.9357182783678033	0.9288467945361955	-0.045783638207827576	0.6961898471839486	1.0	0.3332247557003255	0.9654247989376896	0.3031909638752591	0.21978357474812563	0.7326886869203412	-0.052196842138704534	-0.03386048953343424	0.350727117194183	0.2621060722521139	0.20900299645873044	-0.02197764637522701	0.282799800962017	0.21978357474812563	-0.07669866684758611	0.031424729280203685	0.2579536967886483	0.23621360525962706	0.8525877263259092	0.9886017295636446	0.3132751492880108	0.24110299316521308	0.9059598826302372	-0.08631921824104218	-0.0377260264463956	-0.0053227114103425715	-0.08625230843752868	0.9886017295636446	0.5851771071451041	-0.05695693009526331	0.7237893090543484	0.6357477509183292	-0.04563457895643203	0.012119597789172296	-0.08043257857384256	-0.009480337078651903
negative regulation of cellular metabolic process	0.0398058252427176	-0.04244604316546726	0.18246445497630356	-0.005185185185184621	0.10233009708737875	0.25470383275261327	0.2663082437275988	-0.031034482758621428	-0.025301204819275766	0.06371681415929235	-0.05840707964601652	0.17406483790523689	-0.036263736263734865	0.0142857142857153	0.9172661870503593	0.010752688172043105	0.09343065693430676	0.14040404040403948	0.16618004866180078	0.2548286604361373	0.11869158878504603	0.10900900900900888	0.8616541353383459	0.16692913385826788	-0.05504587155963243	0.1613941018766758	0.2898245614035088	0.2954954954954956	-0.036263736263734865	0.16648501362397844	0.3332247557003255	1.0	0.30610169491525424	0.9439024390243905	0.11869158878504603	0.1809116809116811	-0.04545454545454635	0.11679999999999971	0.07853736089030208	0.8600000000000005	0.1238095238095238	-0.004854368932039455	0.9033613445378156	0.11869158878504603	-0.05327102803738172	0.07999999999999967	0.6787709497206702	0.10442477876106115	0.25867768595041307	0.309240924092409	0.9632000000000002	0.10900900900900888	0.264	-0.06976744186046387	0.007368421052633241	-0.031034482758621428	-0.035672514619883314	0.32442244224422406	0.13816091954022963	-0.05840707964601652	0.18823529411764747	0.14405063291139236	0.0010101010100997158	0.017094017094018234	-0.05504587155963243	-0.03370786516853691
regulation of cellular biosynthetic process	0.07930948211158388	-0.0703008143593153	0.7183427121905706	-0.09410070014404882	0.4523914671377277	0.9287613246263843	0.9519268451992162	-0.020596827275080238	-0.02950501697191279	0.009592494048452957	-0.0870326284834056	0.7214392671540563	0.03875059574000075	-0.011841478168420424	0.2813694532158882	8.76104256406589E-4	0.055993059263213865	0.07154442241845348	0.6999804335065332	0.9153000098202889	0.23368659837663477	0.22381973494568821	0.2806215107284587	0.7036752407214865	-0.07977409106953726	0.7110156714031161	0.9345000776678921	0.8945310614471208	-0.045569527440700905	0.7245699283789697	0.9654247989376896	0.30610169491525424	1.0	0.32141754434114367	0.23368659837663477	0.7618094946689575	-0.06204030475939216	-0.045240210483154616	0.34621276595744677	0.2782678428227746	0.22230922551252819	-0.019335930519318544	0.26819989624762275	0.21738205791656326	-0.07609967036472547	0.017678080665526983	0.2339244410177331	0.2189469262008122	0.8189353770636042	0.9652208977040754	0.30055354336089685	0.22381973494568821	0.9045549968266368	-0.11491525423728807	-0.03667623859547118	-0.020596827275080238	-0.07957567981975777	0.9768139318027169	0.5924136621590261	-0.07092844139476263	0.7560346310417978	0.6631233217194471	-0.04451252477924002	-0.014306549065907115	-0.07977409106953726	-0.024668630338733802
negative regulation of cellular biosynthetic process	0.04771762757478388	-0.03642508449117631	0.1970130436890849	0.002246494693624269	0.0974960663571555	0.26950629918481156	0.28138056312443255	-0.030235162374018756	-0.024767396147294184	0.07362307980516983	-0.05563881603596843	0.18738097624536434	-0.03517706976193294	0.019305933909747452	0.8618099887345098	0.015729817256535286	0.10539963392312514	0.15505132360885931	0.17943454780930038	0.26922108971939107	0.13181682725737498	0.12155065406282678	0.8732882102943489	0.18026294946934898	-0.052580331061342585	0.17471537257864353	0.272410606383735	0.2683148518451191	-0.03517706976193294	0.17985572043777617	0.3031909638752591	0.9439024390243905	0.32141754434114367	1.0	0.13181682725737498	0.19444205207705345	-0.03928285110414688	0.09113838910374833	0.07708168120539252	0.9154334038054974	0.13726682887266708	1.0350895352337453E-4	0.8777137793531243	0.13181682725737498	-0.05095857753054485	0.08986469236660694	0.6293525179856115	0.11671037841888261	0.23441790796371814	0.2937485397683657	0.9419875567513034	0.12155065406282678	0.2641485991178481	-0.06585365853658494	0.012317776019887814	-0.030235162374018756	-0.02759161987562675	0.30910183238209676	0.14066283816508704	-0.05563881603596843	0.20279138552546472	0.15723046387948808	0.005942733657482432	0.02454430608193331	-0.052580331061342585	-0.03276699029126291
positive regulation of cellular biosynthetic process	0.36408194042981057	0.021692896639727923	0.19177303498527204	-0.05532515662225352	0.07862240631623986	0.22686250867770139	0.23694627709707813	-0.02727707768384215	-0.02274670771335538	0.1067465601420321	-0.04638260097647437	0.14179104477611945	0.17501120908683201	0.10626214317740179	0.0999574649085501	-0.03303390321645845	-0.01611226611226703	0.023224950232247802	0.1357444809769844	0.2050006460783048	1.0	0.947733212134985	0.11077144398489468	0.14257362012551647	-0.04423748544819633	0.14796114373525046	0.22932469253995127	0.19340823040158894	-0.03123598864145866	0.1521684492725292	0.21978357474812563	0.11869158878504603	0.23368659837663477	0.13181682725737498	1.0	0.16415110928753543	0.05559661657222493	-0.051761043004475975	0.053900709219858074	0.15211970074812792	0.9718413320274243	0.017217544300614996	0.14152410575427662	0.9451008473564868	-0.04308390022675707	-0.025090789039286507	0.10735524256651131	0.923435419440746	0.16805606578687088	0.22428330522765563	0.12726211325160408	0.947733212134985	0.20103257059085952	-0.05327102803738172	-0.03472515113172793	0.046099856436431885	-0.0032383847729829675	0.22428330522765563	0.11174185142963501	-0.04638260097647437	0.26737234146819633	0.13370998116760843	-0.03782349037823632	-0.0483358066567726	-0.04423748544819633	0.04166666666666757
nucleobase-containing compound biosynthetic process	0.05135079397813958	-0.07413138275425493	0.5845054065911378	-0.11855684677806985	0.6392294890678502	0.825306781229973	0.8017953321364453	-0.024344738346724612	-0.029861132121139007	-0.009945329766197532	-0.09020588577410753	0.6443098042538767	0.022419108623424833	-0.018887126223472824	0.15881277254184858	-0.009313988894859158	0.020476083032490953	0.04634977047238268	0.5462653990639886	0.6996150673632116	0.16415110928753543	0.15507740750459198	0.1720052157151769	0.6076780239236516	-0.08243203741596028	0.9449497367161321	0.7866419294990725	0.6720086921091947	-0.04642461612140436	0.9597294872075464	0.7326886869203412	0.1809116809116811	0.7618094946689575	0.19444205207705345	0.16415110928753543	1.0	-0.06877921787083993	-0.06036309489719961	0.2500435919790759	0.2128085390260177	0.16872355430183342	-0.02996199510944831	0.20357812725436494	0.16415110928753543	-0.07851469769350264	0.007603644921851385	0.11265907568653742	0.15057578224962204	0.6563619185727154	0.7423149639380997	0.1899089399232576	0.15507740750459198	0.690338186299119	-0.10740740740740755	-0.04087891148360962	-0.024344738346724612	-0.08252860504747223	0.7423149639380997	0.5373278321735739	-0.06345236710480405	0.6185640659284586	0.8921959221935787	-0.04901525248037919	-0.03136029624486471	-0.08243203741596028	-0.028511404561824827
response to decreased oxygen levels	0.024679840556355977	0.9698657058630856	-0.03542970332688035	-0.020229854156864836	-0.07974936468214704	-0.058652316648052004	-0.05508253692441355	-0.03249731628769307	0.020383328262852787	-0.02775164628410078	-0.02775164628410078	-0.08340731971983827	0.1347691150192787	0.09150757077024291	-0.05470029479200853	-0.041012377609457924	0.31329617834394874	-0.008329679964927273	-0.09700575723267402	-0.07195077372974272	0.05559661657222493	0.04799808962827328	-0.04929865177720171	-0.06608317364959337	-0.02263540824575531	-0.07567510437034267	-0.05777747496082307	-0.06249632201494731	0.35107683626445985	-0.07387232672337425	-0.052196842138704534	-0.04545454545454635	-0.06204030475939216	-0.03928285110414688	0.05559661657222493	-0.06877921787083993	1.0	-0.07445738105505256	-0.09208633093525193	-0.0301953818827704	0.05957943925233535	0.0636926469341015	-0.03487064116985397	0.05559661657222493	-0.01995565410199662	-0.029441018500100526	-0.010196078431372985	0.044371276262150615	-0.06016648138607973	-0.05046476472290996	-0.04139715394566651	0.04799808962827328	-0.07334256638766795	0.05104895104894971	0.41555495053997576	0.10217624670635311	0.09769519969487268	-0.06526004309928929	-0.08101941636815792	-0.02775164628410078	-0.04193631892311689	-0.07032950536665894	0.39500219202104386	0.35245776898493336	0.014551333872271949	0.14080459770114884
homeostatic process	-0.04820741340895185	-0.07253886010362695	-0.0956597055143878	-0.07050206012513344	-0.08553781610534913	-0.042589078642209593	-0.0397830018083182	-0.030515863405184158	-0.024955436720142294	0.1969864020580667	-0.056596839397279185	-0.07024917442209579	-0.03555760794273838	-0.03555760794273838	0.09770540340488516	0.06588447653429484	0.032161106101592896	0.05279831045406591	-0.07193401981357721	-0.052928634140223745	-0.051761043004475975	-0.05504587155963114	0.07315561066335996	-0.06661045531197354	-0.05343511450381783	-0.0526599181563643	-0.04190260475651254	-0.04217013049782458	0.01754791041329921	-0.03864469866987802	-0.03386048953343424	0.11679999999999971	-0.045240210483154616	0.09113838910374833	-0.051761043004475975	-0.06036309489719961	-0.07445738105505256	1.0	-0.0952380952380951	0.10788381742738457	-0.05001984914648643	-0.04820741340895185	0.09921671018276802	-0.051761043004475975	-0.051761043004475975	0.08639523336643384	0.04330484330484333	-0.056596839397279185	0.07704654895666158	-0.047748886081000357	0.08730158730158716	-0.05504587155963114	-0.05400049541738929	0.1904000000000001	0.010589013898081654	-0.030515863405184158	0.052084577708756574	-0.047748886081000357	-0.07565774316914718	0.1969864020580667	-0.09765051395007296	-0.045826347609611996	0.1013727560718058	0.06272147413182164	-0.05343511450381783	0.021276595744681322
macromolecule metabolic process	0.04815106215578274	-0.09034317637669603	0.21002465078060806	0.09466135458167321	0.460093896713615	0.332824427480916	0.3195266272189348	-0.02501954652071937	-0.03060109289617486	-0.017377567140600295	-0.09731437598736185	0.5326203208556152	0.023805794831636654	-0.03382928739232579	0.09321628092577819	-0.031034482758620655	-0.034449760765550175	0.0062843676355065535	0.5511190689346464	0.3903614457831323	0.053900709219858074	0.059668508287292865	0.09171974522292996	0.496113074204947	-0.08832807570977909	0.25492957746478884	0.3294915254237289	0.3951557093425604	-0.04823805794831631	0.2124670763827918	0.350727117194183	0.07853736089030208	0.34621276595744677	0.07708168120539252	0.053900709219858074	0.2500435919790759	-0.09208633093525193	-0.0952380952380951	1.0	0.06545454545454545	0.05102362204724413	0.0336742722265932	0.07125890736342046	0.053900709219858074	-0.08384554767533493	-0.006250000000000059	0.11581508515815092	0.05529225908372834	0.2944785276073619	0.3518360375747224	0.08000000000000003	0.059668508287292865	0.39724137931034476	-0.0896661367249602	-0.04266666666666657	-0.03221266614542613	-0.11188358932902182	0.3596925704526045	0.5961990950226245	-0.0755134281200631	0.22574257425742564	0.20266666666666672	-0.051531814611154816	-0.04810126582278492	-0.08832807570977909	-0.03661971830985925
