NAME	transition metal ion transport	response to reactive oxygen species	DNA-binding transcription repressor activity	transcription, DNA-templated	regulation of transcription, DNA-templated	iron ion transport	cellular ion homeostasis	cellular iron ion homeostasis	response to oxidative stress	cellular response to starvation	response to heat	negative regulation of metabolic process	response to inorganic substance	response to metal ion	response to zinc ion	cellular response to iron ion starvation	gene expression	regulation of gene expression	regulation of macromolecule biosynthetic process	negative regulation of macromolecule biosynthetic process	sterol metabolic process	heterocycle biosynthetic process	regulation of metabolic process	aromatic compound biosynthetic process	catechol-containing siderophore biosynthetic process	cellular homeostasis	regulation of cellular metabolic process	positive regulation of cellular metabolic process	regulation of cellular biosynthetic process	negative regulation of cellular biosynthetic process	cellular response to stress	nucleobase-containing compound biosynthetic process	homeostatic process	alkane catabolic process	negative regulation of transcription, DNA-templated	response to cadmium ion	response to copper ion	transition metal ion transmembrane transporter activity	negative regulation of biological process	regulation of cellular process	regulation of nitrogen compound metabolic process	negative regulation of nitrogen compound metabolic process	positive regulation of nitrogen compound metabolic process	negative regulation of RNA metabolic process	response to host immune response	transition metal ion homeostasis	cellular response to superoxide	response to host	response to host iron concentration	regulation of primary metabolic process	inorganic ion homeostasis	transcription regulator activity	organic cyclic compound biosynthetic process	organic hydroxy compound metabolic process	secondary alcohol metabolic process
response to heat	-0.0689655172413796	0.3673469387755099	-0.04494382022471864	0.08524590163934415	0.08524590163934415	-0.04494382022471864	-0.07466666666666805	-0.0689655172413796	0.3830845771144281	-0.07466666666666805	1.0	-0.09683426443202899	0.06866952789699594	0.0186219739292371	-0.04494382022471864	-0.05442176870748397	0.079207920792079	0.09549071618037104	0.07223942208462339	-0.08771929824561493	-0.07466666666666805	0.02421307506053271	0.08438818565400828	0.02421307506053271	-0.04494382022471864	-0.08771929824561493	0.11428571428571412	0.42133333333333317	0.07223942208462339	-0.08771929824561493	0.19741100323624633	0.04067197170645419	-0.09411764705882321	-0.04494382022471864	-0.08391608391608468	-0.04494382022471864	0.09066666666666613	-0.05442176870748397	-0.00930232558139576	0.09549071618037104	0.1212121212121211	-0.09109730848861312	0.42133333333333317	-0.08771929824561493	0.12056737588652511	-0.07960199004975187	0.18726591760299732	0.09708737864077725	-0.04494382022471864	0.1212121212121211	-0.08391608391608468	0.06866952789699594	0.013636363636363747	-0.09929078014184334	-0.07466666666666805
negative regulation of metabolic process	-0.09683426443202899	-0.07041299932295185	0.34042553191489294	0.38369781312127255	0.38369781312127255	-0.05531914893617087	0.0023837902264601117	-0.09683426443202899	-0.012607449856733462	-0.10846245530393371	-0.09683426443202899	1.0	0.10072522159548715	0.10576923076923031	0.0765957446808504	-0.07041299932295185	0.33129161118508643	0.37197523916713565	0.40989847715736055	0.8515167642362961	-0.10846245530393371	0.22135007849293575	0.39479392624728854	0.22135007849293575	0.0765957446808504	0.0596061734965407	0.4175365344467639	0.2240762812872462	0.40989847715736055	0.8515167642362961	-0.18237615081104805	0.2673044456949917	0.029806259314456067	-0.05531914893617087	0.7947019867549671	-0.05531914893617087	0.11323003575685331	-0.07041299932295185	0.8415672913117548	0.37197523916713565	0.37735849056603776	0.9044193216855088	0.2240762812872462	0.8515167642362961	-0.08290638099673948	-0.1191977077363895	-0.05531914893617087	-0.1008329679964926	-0.05531914893617087	0.37735849056603776	-0.026490066225166028	0.2506043513295725	0.190902311707681	-0.08290638099673948	-0.10846245530393371
response to inorganic substance	0.06866952789699594	0.2979365878208352	0.2298136645962728	0.19926199261992636	0.19926199261992636	0.03726708074534127	-0.037174721189590816	-0.020028612303290064	0.19936565473493456	-0.12360594795539048	0.06866952789699594	0.10072522159548715	1.0	0.7751813053988718	0.2298136645962728	-0.07649723200805271	0.1078558465128339	0.14355362946912242	0.1701368233194528	0.15709969788519654	-0.12360594795539048	0.0490797546012271	0.16833245660178842	0.0490797546012271	-0.0590062111801245	0.07682347863616695	0.2353274737737453	0.049256505576208344	0.1701368233194528	0.15709969788519654	-0.018889308651303505	0.09317443120260026	0.11866501854140885	-0.0590062111801245	0.1777188328912469	0.2298136645962728	0.48141263940520485	0.017111222949169176	0.03626943005181355	0.24431202600216675	0.24999999999999994	0.1374367622259694	0.049256505576208344	0.15709969788519654	-0.13638155301537233	0.030811055731762665	0.2298136645962728	-0.1594257650170004	-0.0590062111801245	0.24999999999999994	0.013262599469495618	0.272403982930299	0.01913171449595288	-0.13638155301537233	-0.12360594795539048
response to metal ion	0.13407821229050274	0.05551794177386594	0.34042553191489294	0.19880715705765403	0.19880715705765403	0.0765957446808504	0.0023837902264601117	0.0186219739292371	-0.012607449856733462	-0.10846245530393371	0.0186219739292371	0.10576923076923031	0.7751813053988718	1.0	0.34042553191489294	-0.07041299932295185	0.13315579227696425	0.16263365222284748	0.17385786802030453	0.15859499733901	-0.10846245530393371	0.07535321821036134	0.1426247288503256	0.07535321821036134	-0.05531914893617087	-0.03938265034592859	0.19564569042648372	0.11323003575685331	0.17385786802030453	0.15859499733901	-0.1008329679964926	0.1102982554867757	0.029806259314456067	-0.05531914893617087	0.1788079470198674	0.34042553191489294	0.6674612634088201	0.05551794177386594	0.04940374787052775	0.16263365222284748	0.20754716981132093	0.1397738951695781	0.11323003575685331	0.15859499733901	-0.16953889147647858	0.09398280802292307	0.0765957446808504	-0.18237615081104805	-0.05531914893617087	0.20754716981132093	0.07615894039735047	0.3255439161966158	0.05219985085756927	-0.16953889147647858	-0.10846245530393371
response to zinc ion	-0.04494382022471864	-0.03827751196172156	0.31111111111111006	0.07990867579908685	0.07990867579908685	-0.03333333333333298	-0.04729729729729644	-0.04494382022471864	-0.04923076923077012	-0.04729729729729644	-0.04494382022471864	0.0765957446808504	0.2298136645962728	0.34042553191489294	1.0	-0.03827751196172156	0.040167364016736554	0.04873646209386265	0.07066381156316885	0.10966057441253245	-0.04729729729729644	0.03758169934640497	0.04288164665523161	0.03758169934640497	-0.03333333333333298	-0.05221932114882513	0.05876591576885412	0.16216216216216264	0.07066381156316885	0.10966057441253245	-0.05745062836624757	0.04873646209386265	0.0861678004535151	-0.03333333333333298	0.12429378531073394	0.31111111111111006	0.16216216216216264	-0.03827751196172156	0.04778156996587056	0.04873646209386265	0.06249999999999994	0.09708737864077681	0.16216216216216264	0.10966057441253245	-0.05611222444889815	0.14153846153846064	-0.03333333333333298	-0.05745062836624757	-0.03333333333333298	0.06249999999999994	0.12429378531073394	0.13354037267080704	0.030511060259344042	-0.05611222444889815	-0.04729729729729644
cellular response to iron ion starvation	0.15646258503401353	-0.04494382022471848	-0.03827751196172156	-0.08098987626546675	-0.08098987626546675	0.25837320574162703	0.7114788004136497	0.7891156462585026	-0.06083650190113986	0.7114788004136497	-0.05442176870748397	-0.07041299932295185	-0.07649723200805271	-0.07041299932295185	-0.03827751196172156	1.0	-0.08439755691282604	-0.08365700627427548	-0.0817765244977089	-0.06546644844517138	-0.057911065149948295	-0.03417412530512605	-0.08416263861245357	0.016273393002441024	0.5550239234449758	0.5433715220949261	-0.08279430789133267	-0.057911065149948295	-0.0817765244977089	-0.06546644844517138	0.35565819861431835	-0.08365700627427548	0.4655172413793101	-0.03827751196172156	-0.06332453825857456	-0.03827751196172156	-0.057911065149948295	-0.04494382022471848	-0.07484865162355554	-0.08365700627427548	-0.08247422680412386	-0.06732976281560794	-0.057911065149948295	-0.06546644844517138	0.28553137003841206	0.6463878326996197	-0.03827751196172156	0.35565819861431835	0.25837320574162703	-0.08247422680412386	0.591029023746702	-0.07649723200805271	0.009132420091324114	0.16645326504481417	-0.057911065149948295
gene expression	-0.12541254125412546	0.018878400888395395	0.09205020920502102	0.7438016528925622	0.7438016528925622	-0.06359832635983237	-0.14563372570490024	-0.12541254125412546	0.08773841961852841	-0.14563372570490024	0.079207920792079	0.33129161118508643	0.1078558465128339	0.13315579227696425	0.040167364016736554	-0.08439755691282604	1.0	0.9324291596028095	0.7921529674695805	0.2969762419006479	-0.14563372570490024	0.4903502501786991	0.8883017055008409	0.4903502501786991	-0.011715481171547915	-0.1549676025917926	0.7719470328592449	0.21078565562551338	0.7921529674695805	0.2969762419006479	-0.17288491854965793	0.5720513441511261	-0.19422150882825057	-0.06359832635983237	0.2685109845402767	-0.011715481171547915	0.058034492198193205	-0.08439755691282604	0.343185979597175	0.7071930249455073	0.7938931297709926	0.32518140284869645	0.21078565562551338	0.2969762419006479	-0.1341463414634145	-0.16566757493188036	-0.011715481171547915	-0.17288491854965793	-0.06359832635983237	0.7938931297709926	-0.18551668022782758	0.5418719211822661	0.43079096045197746	-0.23276776246023287	-0.14563372570490024
regulation of gene expression	-0.12378426171529602	0.027487302061547557	0.10469314079422362	0.8080495356037154	0.8080495356037154	-0.06317689530685928	-0.14344262295081975	-0.12378426171529602	0.10758941552776947	-0.14344262295081975	0.09549071618037104	0.37197523916713565	0.14355362946912242	0.16263365222284748	0.04873646209386265	-0.08365700627427548	0.9324291596028095	1.0	0.8577256501784805	0.33285509325681506	-0.14344262295081975	0.5520231213872832	0.9547004383828543	0.5520231213872832	-0.00722021660649832	-0.14748923959827823	0.8368829867201204	0.23770491803278704	0.8577256501784805	0.33285509325681506	-0.15512006624344482	0.6334975369458127	-0.18521665250637187	-0.06317689530685928	0.3015597920277296	-0.00722021660649832	0.07435597189695552	-0.08365700627427548	0.3878222709818979	0.7709359605911332	0.8593750000000001	0.3637400228050171	0.23770491803278704	0.33285509325681506	-0.11797595750629049	-0.16283803431230007	-0.00722021660649832	-0.15512006624344482	-0.06317689530685928	0.8593750000000001	-0.18197573656845778	0.5969664138678225	0.4932480454868514	-0.22197372099524765	-0.14344262295081975
regulation of macromolecule biosynthetic process	-0.11971104231166159	-0.01621431089178721	0.13704496788008533	0.9489291598023065	0.9489291598023065	-0.06209850107066403	-0.13800135961930687	-0.11971104231166159	0.0315754114880753	-0.13800135961930687	0.07223942208462339	0.40989847715736055	0.1701368233194528	0.17385786802030453	0.07066381156316885	-0.0817765244977089	0.7921529674695805	0.8577256501784805	1.0	0.4200853298326223	-0.13800135961930687	0.6794682422451992	0.8136272545090182	0.6794682422451992	0.004282655246252408	-0.12930751558910425	0.9269059470788578	0.24133242692046233	1.0	0.4200853298326223	-0.17070924163340492	0.7628760836308008	-0.16361886429258926	-0.06209850107066403	0.38247011952191234	0.004282655246252408	0.051665533650577744	-0.0817765244977089	0.4349939246658567	0.8577256501784805	0.9508196721311476	0.4568462037637897	0.24133242692046233	0.4200853298326223	-0.07969877627863196	-0.15586160564326554	-0.06209850107066403	-0.11360147374884866	-0.06209850107066403	0.9508196721311476	-0.17330677290836685	0.7233789411064845	0.6205903527717782	-0.1964229683087542	-0.13800135961930687
negative regulation of macromolecule biosynthetic process	-0.08771929824561493	-0.06546644844517138	0.4334203655352476	0.390899689762151	0.390899689762151	-0.05221932114882513	-0.09715475364330366	-0.08771929824561493	0.017173051519153916	-0.09715475364330366	-0.08771929824561493	0.8515167642362961	0.15709969788519654	0.15859499733901	0.10966057441253245	-0.06546644844517138	0.2969762419006479	0.33285509325681506	0.4200853298326223	1.0	-0.09715475364330366	0.2366957903097696	0.3084549710823463	0.2366957903097696	0.10966057441253245	-0.008433734939758889	0.3735456215554196	0.16099930603747406	0.4200853298326223	1.0	-0.1525262154432797	0.27948350071736033	-0.029900332225913873	-0.05221932114882513	0.9413988657844992	-0.05221932114882513	0.16099930603747406	-0.06546644844517138	0.7001381851681255	0.33285509325681506	0.3883495145631068	0.9463358338141951	0.16099930603747406	0.8879518072289158	-0.04815573770491761	-0.1056803170409517	-0.05221932114882513	-0.06387035271687316	-0.05221932114882513	0.3883495145631068	-0.11342155009451808	0.3176521363832542	0.20870870870870878	-0.04815573770491761	-0.09715475364330366
sterol metabolic process	-0.07466666666666805	-0.057911065149948295	-0.04729729729729644	-0.1357758620689656	-0.1357758620689656	-0.04729729729729644	-0.08139534883721039	-0.07466666666666805	-0.08729540140296264	-0.08139534883721039	-0.07466666666666805	-0.10846245530393371	-0.12360594795539048	-0.10846245530393371	-0.04729729729729644	-0.057911065149948295	-0.14563372570490024	-0.14344262295081975	-0.13800135961930687	-0.09715475364330366	1.0	-0.1463022508038589	-0.1449356463346393	-0.1463022508038589	-0.04729729729729644	-0.09715475364330366	-0.14092481912551152	-0.08139534883721039	-0.13800135961930687	-0.09715475364330366	-0.11697127937336871	-0.14344262295081975	-0.10506566604127644	-0.04729729729729644	-0.09251101321585964	-0.04729729729729644	-0.08139534883721039	-0.057911065149948295	-0.11935807422266842	-0.14344262295081975	-0.14000000000000046	-0.10131578947368367	-0.08139534883721039	-0.09715475364330366	-0.005691519635742565	-0.08729540140296264	-0.04729729729729644	-0.019843342036553104	-0.04729729729729644	-0.14000000000000046	-0.09251101321585964	-0.12360594795539048	-0.054421768707482956	0.6294820717131475	0.8455149501661131
heterocycle biosynthetic process	-0.1259079903147698	-0.03417412530512605	0.08823529411764677	0.7232142857142859	0.7232142857142859	-0.06372549019607862	-0.0964630225080387	-0.07586763518966895	-0.01761409127301833	-0.04662379421221854	0.02421307506053271	0.22135007849293575	0.0490797546012271	0.07535321821036134	0.03758169934640497	-0.03417412530512605	0.4903502501786991	0.5520231213872832	0.6794682422451992	0.2366957903097696	-0.1463022508038589	1.0	0.5107604017216643	0.9558404558404558	0.03758169934640497	-0.10802223987291537	0.6150474799123447	0.15273311897106107	0.6794682422451992	0.2366957903097696	-0.08223429014740087	0.9104046242774567	-0.14814814814814847	-0.06372549019607862	0.2583732057416267	-0.013071895424836827	0.0032154340836013408	-0.08462164361269313	0.23338485316847	0.5520231213872832	0.6363636363636362	0.26424050632911383	0.15273311897106107	0.28594122319301024	-0.09069585613760757	-0.11689351481184958	-0.06372549019607862	-0.13033359193172975	-0.06372549019607862	0.6363636363636362	-0.13716108452950593	0.5245398773006136	0.9344608879492601	-0.1391712275215009	-0.1463022508038589
regulation of metabolic process	-0.12489451476793216	0.02160932613022472	0.09605488850771869	0.764795144157815	0.764795144157815	-0.06346483704974257	-0.0928931169557918	-0.12489451476793216	0.09407180629000823	-0.1449356463346393	0.08438818565400828	0.39479392624728854	0.16833245660178842	0.1426247288503256	0.04288164665523161	-0.08416263861245357	0.8883017055008409	0.9547004383828543	0.8136272545090182	0.3084549710823463	-0.1449356463346393	0.5107604017216643	1.0	0.5107604017216643	-0.010291595197255476	-0.10134949049848543	0.8851568288466289	0.21936205931729158	0.8136272545090182	0.3084549710823463	-0.16715620827770322	0.5923039454456891	-0.1406377759607523	-0.06346483704974257	0.2790697674418605	-0.010291595197255476	0.06323447118074975	-0.08416263861245357	0.40701381509032936	0.8188017535314176	0.8615384615384617	0.3375342465753425	0.21936205931729158	0.3084549710823463	-0.12894523873752362	-0.16476482048427515	-0.010291595197255476	-0.16715620827770322	-0.06346483704974257	0.8615384615384617	-0.13289036544850516	0.559705418200947	0.45152158527954706	-0.2292959266253032	-0.1449356463346393
aromatic compound biosynthetic process	-0.1259079903147698	-0.03417412530512605	0.08823529411764677	0.7232142857142859	0.7232142857142859	-0.06372549019607862	-0.04662379421221854	-0.025827280064568123	-0.01761409127301833	0.0032154340836013408	0.02421307506053271	0.22135007849293575	0.0490797546012271	0.07535321821036134	0.03758169934640497	0.016273393002441024	0.4903502501786991	0.5520231213872832	0.6794682422451992	0.2366957903097696	-0.1463022508038589	0.9558404558404558	0.5107604017216643	1.0	0.08823529411764677	-0.05877680698967474	0.6150474799123447	0.15273311897106107	0.6794682422451992	0.2366957903097696	-0.03413498836307224	0.9104046242774567	-0.09929078014184432	-0.06372549019607862	0.2583732057416267	-0.013071895424836827	0.0032154340836013408	-0.08462164361269313	0.23338485316847	0.5520231213872832	0.6363636363636362	0.26424050632911383	0.15273311897106107	0.28594122319301024	-0.04222048475371394	-0.06725380304243381	-0.06372549019607862	-0.08223429014740087	-0.06372549019607862	0.6363636363636362	-0.08771929824561414	0.5245398773006136	0.9344608879492601	-0.09069585613760757	-0.1463022508038589
