ID	Ontology Source	Term	GOLevels	GOGroups	Nr. Genes	% Associated Genes	Term PValue	Term PValue Corrected with Benjamini-Hochberg	Group PValue	Group PValue Corrected with Benjamini-Hochberg	Associated Genes Found	All Associated Genes	OverViewTerm
GO:0009892	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	negative regulation of metabolic process	[2, 3, 4]	[Group10]	17	21.25	0.008622221499643198	0.04893110701047514	{Group10=0.0036570460979814135}	{Group10=0.00548556914697212}	[Rv0079, Rv0190, Rv0792c, Rv1766, blaI, csoR, higA, ideR, mazF6, mprA, phoY2, rpfD, vapB2, vapC2, whiB1, whiB2, zur]	[Rv0079, Rv0190, Rv0792c, Rv1353c, Rv1719, Rv1766, Rv1773c, Rv1985c, Rv2011c, Rv2166c, Rv2420c, Rv2477c, Rv2989, Rv3098A, Rv3241c, Rv3364c, Rv3642c, blaI, crp, csoR, cspA, cspB, ethR, furA, garA, gpsI, higA, hrcA, hspR, ideR, lexA, mazF1, mazF2, mazF3, mazF4, mazF5, mazF6, mazF7, mazF9, mce2R, mce3R, mprA, nrdR, phoP, phoY1, phoY2, pknA, pknB, pknD, pknE, pknF, pknL, pstP, relG, relK, rpfA, rpfB, rpfC, rpfD, rpfE, rplM, rsbW, rshA, rskA, rslA, sirR, topA, uvrA, uvrD1, vapB2, vapC11, vapC2, vapC22, vapC47, whiB1, whiB2, whiB3, whiB4, whiB7, zur]	FALSE
GO:0010035	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	response to inorganic substance	[3]	[Group08]	22	38.596493	9.552373025403964E-8	4.3367773535333996E-6	{Group08=2.3833287103237417E-9}	{Group08=2.1449958392913676E-8}	[Rv0190, Rv1760, Rv2642, Rv3740c, bfrA, cadI, cmtR, csoR, ctpG, dnaK, glnE, hsp, kmtR, lpqS, mpa, mymT, sigE, sigG, smtB, trxB1, whiB1, zur]	[Rv0190, Rv0221, Rv0430, Rv0895, Rv1125, Rv1425, Rv1760, Rv2285, Rv2484c, Rv2642, Rv3087, Rv3224, Rv3371, Rv3480c, Rv3740c, acn, bfrA, cadI, cmtR, csoR, ctpG, ctpV, dnaK, furA, glnE, hsp, hspX, htpG, katG, kmtR, lpqS, lsr2, mntH, mpa, mshD, mymT, narG, narH, pafA, ppiA, sigA, sigC, sigE, sigG, sigJ, sigM, smtB, sodA, sodC, tgs1, tgs2, tgs3, tgs4, trxB1, tuf, whiB1, zur]	TRUE
GO:0010038	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	response to metal ion	[4]	[Group08]	13	56.52174	2.106805026952163E-7	5.9780592639767625E-6	{Group08=2.3833287103237417E-9}	{Group08=2.1449958392913676E-8}	[Rv0190, Rv2642, bfrA, cadI, cmtR, csoR, ctpG, dnaK, kmtR, lpqS, mymT, smtB, zur]	[Rv0190, Rv0430, Rv2642, Rv3224, acn, bfrA, cadI, cmtR, csoR, ctpG, ctpV, dnaK, furA, hspX, kmtR, lpqS, lsr2, mntH, mymT, ppiA, smtB, tuf, zur]	FALSE
GO:0010043	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	response to zinc ion	[5]	[Group00]	3	100.0	0.0015609459783586365	0.016106124413064114	{Group00=0.0015609459783586365}	{Group00=0.003512128451306932}	[mymT, smtB, zur]	[mymT, smtB, zur]	TRUE
GO:0010106	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	cellular response to iron ion starvation	[5, 6, 7, 9, 11]	[Group11]	9	64.28571	4.057152949428277E-6	8.372488359274717E-5	{Group11=1.082321442897539E-5}	{Group11=4.870446493038925E-5}	[Rv3402c, eccA3, irtA, irtB, mbtA, mbtB, mbtI, pckA, pks2]	[Rv0560c, Rv1875, Rv3402c, eccA3, hupB, irtA, irtB, mbtA, mbtB, mbtI, pckA, pks2, tcrX, viuB]	FALSE
GO:0010468	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	regulation of gene expression	[4, 5]	[Group10]	45	17.175573	0.002924705522405039	0.025534928984074765	{Group10=0.0036570460979814135}	{Group10=0.00548556914697212}	[Rv0079, Rv0135c, Rv0144, Rv0190, Rv0232, Rv0273c, Rv0275c, Rv0298, Rv0465c, Rv0767c, Rv0792c, Rv1255c, Rv1766, Rv2050, Rv2640c, Rv2642, Rv3160c, Rv3249c, Rv3334, Rv3830c, alkA, blaI, clgR, cmtR, csoR, dnaK, ftsH, higA, ideR, kmtR, mazE6, mazF6, mprA, rpfD, rseA, sigB, sigE, sigG, smtB, vapB1, vapB2, vapC2, whiB1, whiB2, zur]	[Rv0042c, Rv0043c, Rv0067c, Rv0078, Rv0079, Rv0081, Rv0104, Rv0135c, Rv0144, Rv0158, Rv0190, Rv0195, Rv0232, Rv0238, Rv0258c, Rv0260c, Rv0273c, Rv0275c, Rv0298, Rv0302, Rv0324, Rv0328, Rv0330c, Rv0339c, Rv0377, Rv0386, Rv0452, Rv0465c, Rv0472c, Rv0474, Rv0485, Rv0494, Rv0576, Rv0653c, Rv0691c, Rv0737, Rv0767c, Rv0775, Rv0792c, Rv0818, Rv0825c, Rv0880, Rv0890c, Rv0918, Rv0958, Rv0998, Rv1019, Rv1049, Rv1129c, Rv1152, Rv1167c, Rv1219c, Rv1230c, Rv1255c, Rv1287, Rv1353c, Rv1358, Rv1364c, Rv1395, Rv1404, Rv1474c, Rv1534, Rv1556, Rv1674c, Rv1685c, Rv1719, Rv1766, Rv1773c, Rv1776c, Rv1828, Rv1830, Rv1904, Rv1931c, Rv1985c, Rv2011c, Rv2034, Rv2050, Rv2132, Rv2166c, Rv2250c, Rv2282c, Rv2327, Rv2420c, Rv2477c, Rv2488c, Rv2506, Rv2603c, Rv2638, Rv2640c, Rv2642, Rv2803, Rv2884, Rv2887, Rv2912c, Rv2989, Rv3050c, Rv3055, Rv3058c, Rv3060c, Rv3066, Rv3098A, Rv3160c, Rv3167c, Rv3173c, Rv3208, Rv3241c, Rv3249c, Rv3295, Rv3334, Rv3405c, Rv3557c, Rv3575c, Rv3736, Rv3788, Rv3830c, Rv3833, alkA, argR, blaI, clgR, cmr, cmtR, crp, csoR, cspA, cspB, devR, dnaJ1, dnaJ2, dnaK, dxs1, efp, embR, espR, ethR, fbpB, fmu, frr, ftsH, furA, fusA1, glnA1, gpsI, greA, groES, higA, hrcA, hspR, hupB, ideR, infA, infB, infC, kdpE, kmtR, kstR, lepA, lexA, lsr2, mazE2, mazE6, mazE9, mazF1, mazF2, mazF3, mazF4, mazF5, mazF6, mazF7, mazF9, mce1R, mce2R, mce3R, mfd, moaR1, mprA, mtrA, narL, nmtR, nrdR, nusA, nusB, nusG, oxyS, parD1, phoP, pknH, pknK, prfA, prfB, prrA, pyrR, regX3, relF, relG, relJ, relK, rnc, rpfA, rpfB, rpfC, rpfD, rpfE, rplA, rplM, rpsD, rsbW, rseA, rsfA, rsfB, rshA, rskA, rslA, sigA, sigB, sigC, sigD, sigE, sigF, sigG, sigH, sigI, sigJ, sigK, sigL, sigM, sirR, smtB, tcrA, tcrX, trcR, tsf, tuf, typA, vapB1, vapB10, vapB11, vapB12, vapB14, vapB19, vapB2, vapB20, vapB22, vapB26, vapB29, vapB31, vapB41, vapB43, vapB9, vapC11, vapC2, vapC22, vapC47, virS, whiB1, whiB2, whiB3, whiB4, whiB5, whiB6, whiB7, zur]	FALSE
GO:0010558	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	negative regulation of macromolecule biosynthetic process	[4, 5, 6]	[Group10]	13	25.490196	0.004252264058870089	0.034473712191553936	{Group10=0.0036570460979814135}	{Group10=0.00548556914697212}	[Rv0079, Rv0190, Rv0792c, Rv1766, blaI, csoR, higA, ideR, mprA, vapC2, whiB1, whiB2, zur]	[Rv0079, Rv0190, Rv0792c, Rv1353c, Rv1719, Rv1766, Rv1773c, Rv1985c, Rv2011c, Rv2166c, Rv2420c, Rv2477c, Rv2989, Rv3241c, blaI, crp, csoR, cspA, cspB, ethR, furA, higA, hrcA, hspR, ideR, lexA, mazF3, mazF7, mce2R, mce3R, mprA, nrdR, phoP, relG, relK, rplM, rsbW, rshA, rskA, rslA, sirR, vapC11, vapC2, vapC22, vapC47, whiB1, whiB2, whiB3, whiB4, whiB7, zur]	FALSE
GO:0016226	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	iron-sulfur cluster assembly	[4, 6]	[Group02]	4	57.142857	0.0047194083375870725	0.03571018975440885	{Group02=0.0047194083375870725}	{Group02=0.006067810719754807}	[Rv1461, Rv1462, Rv1465, Rv2204c]	[Rv0811c, Rv1461, Rv1462, Rv1465, Rv2204c, iscS, mrp]	TRUE
GO:0019184	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	nonribosomal peptide biosynthetic process	[6, 7]	[Group09]	11	73.333336	3.877549778415852E-8	4.401018998501993E-6	{Group09=7.802787204934184E-5}	{Group09=2.3408361614802553E-4}	[Rv2377c, ideR, mbtA, mbtB, mbtE, mbtF, mbtG, mbtI, mbtK, mbtL, mbtN]	[Rv2377c, ggtA, gshA, ideR, mbtA, mbtB, mbtE, mbtF, mbtG, mbtI, mbtK, mbtL, mbtN, nrp, pptT]	TRUE
GO:0019222	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	regulation of metabolic process	[2, 3]	[Group10]	47	16.206896	0.0076914122254041544	0.04594606776754587	{Group10=0.0036570460979814135}	{Group10=0.00548556914697212}	[Rv0079, Rv0135c, Rv0144, Rv0190, Rv0232, Rv0273c, Rv0275c, Rv0298, Rv0465c, Rv0767c, Rv0792c, Rv1255c, Rv1766, Rv2050, Rv2640c, Rv2642, Rv3160c, Rv3249c, Rv3334, Rv3830c, alkA, blaI, clgR, cmtR, csoR, dnaK, ftsH, glnE, higA, ideR, kmtR, mazE6, mazF6, mprA, phoY2, rpfD, rseA, sigB, sigE, sigG, smtB, vapB1, vapB2, vapC2, whiB1, whiB2, zur]	[Rv0042c, Rv0043c, Rv0067c, Rv0078, Rv0079, Rv0081, Rv0104, Rv0135c, Rv0144, Rv0158, Rv0190, Rv0195, Rv0232, Rv0238, Rv0258c, Rv0260c, Rv0273c, Rv0275c, Rv0298, Rv0302, Rv0324, Rv0328, Rv0330c, Rv0339c, Rv0377, Rv0386, Rv0452, Rv0465c, Rv0472c, Rv0474, Rv0485, Rv0494, Rv0576, Rv0653c, Rv0691c, Rv0737, Rv0767c, Rv0775, Rv0792c, Rv0818, Rv0825c, Rv0880, Rv0890c, Rv0918, Rv0958, Rv0998, Rv1019, Rv1049, Rv1129c, Rv1152, Rv1167c, Rv1211, Rv1219c, Rv1230c, Rv1255c, Rv1287, Rv1353c, Rv1358, Rv1364c, Rv1395, Rv1404, Rv1474c, Rv1534, Rv1556, Rv1626, Rv1674c, Rv1685c, Rv1719, Rv1766, Rv1773c, Rv1776c, Rv1828, Rv1830, Rv1904, Rv1931c, Rv1985c, Rv2011c, Rv2034, Rv2050, Rv2132, Rv2166c, Rv2250c, Rv2282c, Rv2327, Rv2420c, Rv2477c, Rv2488c, Rv2506, Rv2559c, Rv2603c, Rv2638, Rv2640c, Rv2642, Rv2803, Rv2884, Rv2887, Rv2912c, Rv2989, Rv3050c, Rv3055, Rv3058c, Rv3060c, Rv3066, Rv3098A, Rv3160c, Rv3167c, Rv3173c, Rv3208, Rv3241c, Rv3249c, Rv3295, Rv3334, Rv3364c, Rv3405c, Rv3557c, Rv3575c, Rv3642c, Rv3736, Rv3780, Rv3788, Rv3830c, Rv3833, alkA, argR, blaI, clgR, cmr, cmtR, crp, csoR, cspA, cspB, devR, dnaA, dnaJ1, dnaJ2, dnaK, dxs1, echA2, efp, embR, espR, ethR, fbpB, fmu, frr, ftsH, furA, fusA1, garA, glnA1, glnE, gpsI, greA, groES, higA, hrcA, hspR, hupB, ideR, infA, infB, infC, katG, kdpE, kmtR, kstR, lepA, lexA, lsr2, mazE2, mazE6, mazE9, mazF1, mazF2, mazF3, mazF4, mazF5, mazF6, mazF7, mazF9, mce1R, mce2R, mce3R, mfd, moaR1, mprA, mtrA, narK2, narL, nmtR, nrdR, nusA, nusB, nusG, oxyS, parD1, phoP, phoY1, phoY2, pknA, pknB, pknD, pknE, pknF, pknH, pknJ, pknK, pknL, ppk2, prfA, prfB, prrA, pstP, pyrR, recX, regX3, relF, relG, relJ, relK, rnc, rpfA, rpfB, rpfC, rpfD, rpfE, rplA, rplM, rpsD, rraA, rsbW, rseA, rsfA, rsfB, rshA, rskA, rslA, sigA, sigB, sigC, sigD, sigE, sigF, sigG, sigH, sigI, sigJ, sigK, sigL, sigM, sirR, smtB, tcrA, tcrX, topA, trcR, tsf, tuf, typA, uvrA, uvrD1, vapB1, vapB10, vapB11, vapB12, vapB14, vapB19, vapB2, vapB20, vapB22, vapB26, vapB29, vapB31, vapB41, vapB43, vapB9, vapC11, vapC2, vapC22, vapC47, virS, whiB1, whiB2, whiB3, whiB4, whiB5, whiB6, whiB7, zur]	FALSE
GO:0019290	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	siderophore biosynthetic process	[4, 7, 8]	[Group09]	9	90.0	3.106452955807526E-8	7.051648209683084E-6	{Group09=7.802787204934184E-5}	{Group09=2.3408361614802553E-4}	[Rv2377c, ideR, mbtA, mbtB, mbtG, mbtI, mbtK, mbtL, mbtN]	[Rv2377c, ideR, mbtA, mbtB, mbtG, mbtI, mbtK, mbtL, mbtN, pptT]	FALSE
GO:0019438	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	aromatic compound biosynthetic process	[4]	[Group10]	66	15.348837	0.005739292149301884	0.038318215232103756	{Group10=0.0036570460979814135}	{Group10=0.00548556914697212}	[Rv0135c, Rv0144, Rv0190, Rv0232, Rv0273c, Rv0298, Rv0465c, Rv0767c, Rv0792c, Rv1255c, Rv1647, Rv1766, Rv2050, Rv2640c, Rv2642, Rv3160c, Rv3334, Rv3644c, Rv3725, adoK, alkA, apt, aroE, blaI, che1, clgR, cmtR, cobS, cobT, csoR, dnaB, dnaE2, folB, folK, guaB1, higA, ideR, kmtR, mazE6, mbtB, mbtG, mbtI, mbtK, mbtL, mbtN, mprA, nrdB, nrdF2, ppsA, purB, purU, relA, rseA, serC, sigB, sigE, sigG, smtB, thiC, thiO, udgA, vapB1, vapB2, whiB1, whiB2, zur]	[Rv0042c, Rv0043c, Rv0067c, Rv0078, Rv0081, Rv0104, Rv0135c, Rv0144, Rv0158, Rv0190, Rv0195, Rv0232, Rv0238, Rv0258c, Rv0260c, Rv0273c, Rv0298, Rv0302, Rv0324, Rv0328, Rv0330c, Rv0339c, Rv0377, Rv0386, Rv0452, Rv0465c, Rv0472c, Rv0474, Rv0494, Rv0535, Rv0567, Rv0576, Rv0653c, Rv0674, Rv0691c, Rv0737, Rv0767c, Rv0787A, Rv0792c, Rv0812, Rv0818, Rv0843, Rv0880, Rv0890c, Rv0891c, Rv0918, Rv0948c, Rv0958, Rv0992c, Rv0998, Rv1005c, Rv1019, Rv1049, Rv1129c, Rv1152, Rv1159A, Rv1167c, Rv1219c, Rv1230c, Rv1255c, Rv1264, Rv1287, Rv1314c, Rv1318c, Rv1319c, Rv1320c, Rv1353c, Rv1354c, Rv1358, Rv1364c, Rv1372, Rv1395, Rv1404, Rv1451, Rv1456c, Rv1474c, Rv1534, Rv1556, Rv1626, Rv1647, Rv1674c, Rv1685c, Rv1697, Rv1719, Rv1766, Rv1773c, Rv1828, Rv1830, Rv1885c, Rv1904, Rv1931c, Rv1985c, Rv2011c, Rv2034, Rv2050, Rv2132, Rv2166c, Rv2191, Rv2212, Rv2228c, Rv2250c, Rv2282c, Rv2327, Rv2413c, Rv2435c, Rv2488c, Rv2506, Rv2603c, Rv2638, Rv2640c, Rv2642, Rv2676c, Rv2803, Rv2884, Rv2887, Rv2912c, Rv2989, Rv3050c, Rv3055, Rv3058c, Rv3060c, Rv3066, Rv3160c, Rv3167c, Rv3173c, Rv3208, Rv3295, Rv3334, Rv3405c, Rv3557c, Rv3575c, Rv3600c, Rv3644c, Rv3645, Rv3725, Rv3733c, Rv3736, Rv3788, Rv3833, ackA, acs, add, adk, adoK, alkA, apt, argR, aroA, aroB, aroD, aroE, aroF, aroG, aroK, atpA, atpB, atpC, atpD, atpE, atpF, atpG, bkdA, blaI, carA, carB, cdd, che1, clgR, cmk, cmr, cmtR, coaA, coaE, cobB, cobD, cobH, cobIJ, cobK, cobL, cobM, cobN, cobO, cobQ1, cobQ2, cobS, cobT, cobU, crp, csoR, cspA, cspB, cya, cysG, dcd, devR, dfp, dfrA, dinP, dinX, dnaA, dnaB, dnaE1, dnaE2, dnaG, dnaN, dnaZX, dut, dxs1, dxs2, embR, entC, epiA, espR, ethR, fadD22, fadE7, fmu, folB, folC, folD, folE, folK, folP1, folP2, furA, glmU, glyS, gmdA, gmk, greA, groES, guaA, guaB1, guaB2, guaB3, hemA, hemB, hemC, hemD, hemE, hemL, hemN, hemY, hemZ, higA, hpt, hrcA, hspR, hupB, ideR, kdpE, kdtB, kmtR, kstR, lexA, ligB, ligD, lipJ, lsr2, manA, mazE2, mazE6, mazE9, mazF3, mbtB, mbtG, mbtI, mbtK, mbtL, mbtN, mce1R, mce2R, mce3R, mfd, moaB1, moaR1, mprA, mrsA, mtrA, murA, nadA, nadB, nadC, nadD, nadE, nadR, narL, ndkA, nmtR, nrdB, nrdE, nrdF1, nrdF2, nrdR, nrdZ, nusA, nusB, nusG, oxyS, parD1, pdxH, pheA, phoP, pknH, pknK, pks11, pmmB, pncA, pncB1, pncB2, polA, ppk2, ppnK, ppsA, ppsB, ppsC, ppsD, pptT, priA, prrA, prsA, pta, purA, purB, purC, purD, purE, purF, purH, purK, purL, purM, purN, purQ, purT, purU, pyrB, pyrC, pyrD, pyrE, pyrF, pyrG, pyrH, pyrR, recF, regX3, relA, relF, relG, relJ, relK, rho, ribF, rmlA, rmlB, rmlC, rmlD, rpoA, rpoB, rpoC, rpoZ, rsbW, rseA, rsfA, rsfB, rshA, rskA, rslA, serC, serS, sigA, sigB, sigC, sigD, sigE, sigF, sigG, sigH, sigI, sigJ, sigK, sigL, sigM, sirR, smtB, snoP, snzP, tcrA, tcrX, thiC, thiD, thiE, thiG, thiL, thiO, thyA, thyX, tmk, trcR, trpA, trpB, trpC, trpD, trpE, trpG, tyrA, udgA, upp, vapB1, vapB10, vapB12, vapB14, vapB19, vapB2, vapB20, vapB26, vapB29, vapB31, vapB41, vapB43, vapB9, virS, whiB1, whiB2, whiB3, whiB4, whiB5, whiB6, whiB7, zur]	FALSE
GO:0019540	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_14.03.2022_00h00	catechol-containing siderophore biosynthetic process	[5, 7, 8, 9]	[Group09]	7	87.5	1.93846361991948E-6	4.40031241721722E-5	{Group09=7.802787204934184E-5}	{Group09=2.3408361614802553E-4}	[ideR, mbtB, mbtG, mbtI, mbtK, mbtL, mbtN]	[ideR, mbtB, mbtG, mbtI, mbtK, mbtL, mbtN, pptT]	FALSE
