NAME	sulfate assimilation	response to hypoxia	DNA-binding transcription factor activity	ribonuclease activity	nucleobase-containing compound metabolic process	transcription, DNA-templated	regulation of transcription, DNA-templated	steroid biosynthetic process	cellular iron ion homeostasis	response to oxidative stress	macromolecule biosynthetic process	response to temperature stimulus	cellular response to starvation	response to pH	response to heat	response to toxic substance	negative regulation of metabolic process	response to organic substance	response to inorganic substance	response to metal ion	cellular response to iron ion starvation	response to acidic pH	gene expression	regulation of gene expression	positive regulation of macromolecule biosynthetic process	positive regulation of macromolecule metabolic process	negative regulation of macromolecule metabolic process	RNA metabolic process	heterocycle biosynthetic process	nonribosomal peptide biosynthetic process	regulation of nucleobase-containing compound metabolic process	regulation of metabolic process	siderophore biosynthetic process	aromatic compound biosynthetic process	catechol-containing siderophore biosynthetic process	urea metabolic process	cellular homeostasis	regulation of cellular metabolic process	negative regulation of cellular metabolic process	regulation of cellular biosynthetic process	negative regulation of cellular biosynthetic process	positive regulation of cellular biosynthetic process	response to nutrient levels	response to lipid	cellular nitrogen compound metabolic process	nucleobase-containing compound biosynthetic process	response to decreased oxygen levels	regulation of growth	homeostatic process	macromolecule metabolic process	cellular nitrogen compound biosynthetic process	secondary metabolite biosynthetic process	negative regulation of transcription, DNA-templated	positive regulation of transcription, DNA-templated	negative regulation of growth	negative regulation of nucleobase-containing compound metabolic process	positive regulation of nucleobase-containing compound metabolic process	response to copper ion	positive regulation of biological process	negative regulation of biological process	positive regulation of cellular process	negative regulation of cellular process	chemical homeostasis	regulation of cellular process	chaperone cofactor-dependent protein refolding	regulation of nitrogen compound metabolic process	negative regulation of nitrogen compound metabolic process	positive regulation of nitrogen compound metabolic process	negative regulation of RNA metabolic process	transition metal ion homeostasis	cellular chemical homeostasis	regulation of macromolecule metabolic process	cellular response to chemical stimulus	response to nitric oxide	nitrogen cycle metabolic process	response to host iron concentration	regulation of primary metabolic process	nucleic acid metabolic process	inorganic ion homeostasis	transcription regulator activity	organic cyclic compound biosynthetic process	response to nitrogen compound	response to oxygen-containing compound	cellular response to oxygen-containing compound	regulation of cellular macromolecule biosynthetic process	positive regulation of transcription regulatory region DNA binding	reactive nitrogen species metabolic process
macromolecule biosynthetic process	-0.02498836977470609	-0.0813781893620206	0.451228531514504	-0.0963161851573408	0.42521087651280987	0.7161351375081705	0.7012915851272016	-0.03324344635515656	-0.049643517296012435	-0.013268407464295785	1.0	0.03230581965325511	-0.0675801080845026	-0.032751211684928734	0.03015749156491435	-0.0669055374592835	0.15273508546144962	-0.030463532585452653	-0.012152777777777495	0.0177014415282827	-0.03735717834078486	-0.03504907090222171	0.7642719868216346	0.6905729494591035	0.13222654335109008	0.12376221480668267	0.1652652695377523	0.6004727692364964	0.6291067497306664	-0.03504907090222171	0.6882140034925807	0.656815040611924	-0.026825633383010215	0.6208869814020029	-0.018565438190810038	-0.016696269982237933	-0.07255902447461746	0.7065123344036609	0.1778767409247105	0.7411878693925006	0.18881043613036566	0.13222654335109008	-0.07160617693247251	-0.01026823832071043	0.44596525532074893	0.6622992910880996	-0.07904733449997864	-0.05930630504983341	-0.08843156671115487	0.5583149113660064	0.7595419847328243	-0.02636952464595428	0.16281337349136527	0.11371237458193982	-0.054838393411549134	0.1604017061713729	0.10948195862219544	-0.001613544936121157	0.12265543127232294	0.07909323036681794	0.11954397394136795	0.1652652695377523	-0.07397206374188464	0.6015411617844437	0.010889211696477035	0.7151306157047082	0.1803243475459134	0.12376221480668267	0.1688906204344015	-0.061848208704806534	-0.05778899989021818	0.6778529235510656	-0.12167497249368972	-0.03914708212305212	-0.03504907090222171	-0.016696269982237933	0.7151306157047082	0.5250810086710956	-0.06589843578845928	0.48384001306682467	0.576227581484018	-0.05544845112386636	-0.047920522060971964	-0.041461747127450856	0.187042909844023	-0.006105683836589717	-0.026825633383010215
response to temperature stimulus	-0.018298261665142635	0.11084876351435319	0.03734772777007886	-0.04563145886458087	0.01029739491277955	0.044865778111507285	0.04726523177220682	-0.022365110427730556	-0.028756290438534733	0.2502720348204559	0.03230581965325511	1.0	0.08550613496932516	0.0434983803794552	0.9264229523368818	-0.04026170105686856	-0.01273885350318464	-0.03246753246753206	0.11769260549748425	0.09981128119102405	-0.024154589371979455	0.0516898608349909	0.03962800805343384	0.06791995148574918	0.13492927094668103	0.17928423950447325	-0.009826243259435532	0.02740396378761911	0.019444242907930495	-0.02733598409542798	0.044865778111507285	0.06171172908550923	-0.024154589371979455	0.018518518518518726	-0.02042007001167035	-0.01341831600134051	-0.04270245539118605	0.04774242874739787	-0.0065839453026078345	0.03964028455102715	-2.79602963791036E-4	0.13492927094668103	0.08126747437092205	-0.01597444089456851	-0.002315708220764195	0.023356335785243217	0.14260035949670438	-0.004210526315788177	-0.04473647420662698	0.024373615135503537	0.0031201248049924184	-0.031312905390291856	0.009266656015338763	0.15275310834813366	0.019586507072906198	0.0041753653444694915	0.14647239263803766	0.06653620352250837	0.11084876351435319	0.024060888779769574	0.1731253145445413	-0.009826243259435532	-0.03552397868561441	0.032052222385213096	0.4920127795527144	0.04921488492148824	-0.0029526238088829564	0.17928423950447325	0.007490636704121479	-0.03246753246753206	-0.031312905390291856	0.06552299261377194	0.04901531728665176	-0.028756290438534733	-0.02733598409542798	-0.01341831600134051	0.04921488492148824	0.02424498926811585	-0.03355001048437857	0.052728891323700414	0.013761312408907699	-0.03355001048437857	0.10674157303370738	0.05625806451613073	-0.04376367614879595	0.41328413284133064	-0.024154589371979455
cellular response to starvation	0.14362657091561865	-0.019032821907166736	-0.04558417988544985	-0.053858018258368175	-0.06355877905635719	-0.05973833621328067	-0.05918203436274592	-0.02417495029821137	0.5673016537575886	0.11289793239251833	-0.0675801080845026	0.08550613496932516	1.0	-0.033446174678405285	0.031144211238997827	-0.04653298637685719	-0.058482462419469694	0.024539877300615617	-0.016648570394499487	0.021508049978243376	0.6334716459197786	-0.03008926000575904	-0.06811066656761727	-0.0633534900484557	0.008532983262227343	0.004175365344468989	-0.05709349059084201	-0.06642186106316683	-0.042760708194201115	0.17592859199539276	-0.05973833621328067	-0.06439273190946762	0.19363762102351365	-0.03187847667950353	0.13529993408042235	-0.014049357611609583	0.35223601030203633	-0.06221201383734133	-0.055559946257804096	-0.060952437066387775	-0.052615637575180924	0.008532983262227343	0.9732668273272441	0.0678628530822511	-0.04672776558667869	-0.052795264728750256	0.0145738647034517	0.023661372195842065	0.3188957639219425	-0.06737265186283171	-0.03217436429683441	0.15319876388980203	-0.04824925526200063	0.01591511936339739	0.008532983262227343	-0.05056437551619635	0.013330268903700562	-0.02417495029821137	-0.019032821907166736	-0.04085495701553708	0.0021429664778811913	-0.05709349059084201	0.4657824933687007	-0.06545595804603266	-0.016876887546634516	-0.06190888079066393	-0.053858018258368175	0.004175365344468989	-0.04905335628227293	0.512269938650307	0.5295548688276678	-0.06375442739079083	0.1203616246120632	-0.0318191333472881	-0.03008926000575904	0.16230705240780327	-0.06190888079066393	-0.06908751017618615	0.4959283893827304	-0.04797940569450242	-0.03484673058980897	-0.03779449244732037	-0.0034423407917385357	0.04266706310859992	-0.051275131561193586	-0.014049357611609583	-0.026279391424618822
response to pH	-0.017514314584033876	0.039418998243284604	-0.02524890678657037	-0.04104945437659592	-0.038310840226382224	-0.021960364220674593	-0.021183098591549085	-0.02120501580181328	-0.026866442779641724	0.02603369065849932	-0.032751211684928734	0.0434983803794552	-0.033446174678405285	1.0	0.0510610079575627	0.019383259911894636	-0.006407751816830589	0.0434983803794552	0.08584035298836777	-0.03100544085861407	-0.02280701754385814	0.9145314459774222	-0.0334703025775121	-0.026973229881789285	0.08690658499234113	0.07903945939423163	-0.003547708427868784	-0.031176601189572294	-0.030162581897597837	-0.025622648270917512	-0.021960364220674593	-0.02840212241314769	-0.02280701754385814	-0.030460142579390923	-0.01944860012823403	-0.012991880074955525	-0.038663763343778405	-0.025397548510171945	-3.495281370138184E-4	-0.02365123433630969	0.005912858042941853	0.08690658499234113	-0.03416332698245962	-0.01537369914853259	-0.04148471615720535	-0.028904227782571207	0.0751619157625516	-0.04138997543891651	-0.040323753210876924	-0.04158808933002481	-0.03539823008849549	-0.02908509788253904	0.015507335304288767	0.10056568196102844	-0.03483920367534558	0.010373443983403226	0.0957345971563974	-0.02120501580181328	0.039418998243284604	0.005338226707815961	0.07541850220264168	-0.003547708427868784	-0.03268384663733648	-0.029858436173605726	-0.01537369914853259	-0.024978007239584255	0.0032505224053876324	0.07903945939423163	0.013712047012733219	-0.03007866728366498	-0.02908509788253904	-0.027525131641934143	0.057168922000912566	0.21958150348747213	-0.025622648270917512	-0.012991880074955525	-0.024978007239584255	-0.034790680779359706	-0.03100544085861407	-0.027279253409906643	-0.03198803846720227	0.18230602966385795	0.16944172380019645	0.15386051722528427	-0.03953170138360957	-0.012991880074955525	0.07017543859649417
response to heat	-0.017514314584033876	0.1211705728608777	0.021888973985225553	-0.04104945437659592	0.0024072319393582038	0.03815495132171788	0.040241448692152966	-0.02120501580181328	-0.026866442779641724	0.2086523736600308	0.03015749156491435	0.9264229523368818	0.031144211238997827	0.0510610079575627	1.0	-0.03665198237885526	-0.006407751816830589	-0.03007866728366498	0.12835940633774576	0.11120220615636768	-0.02280701754385814	0.05984590575165833	0.03780351139335069	0.06345208595685871	0.08690658499234113	0.1365994931820918	-0.003547708427868784	0.013414819402409394	0.016136859985440153	-0.025622648270917512	0.03815495132171788	0.057811229166397804	-0.02280701754385814	0.015338085979693007	-0.01944860012823403	-0.012991880074955525	-0.038663763343778405	0.04250957390772034	-3.495281370138184E-4	0.03361596758460297	0.005912858042941853	0.08690658499234113	0.02851323828920409	-0.01537369914853259	-0.007449267916773843	0.019514794701314696	0.11451672785776283	0.0020012735377069194	-0.040323753210876924	0.019283941864587015	0.002082248828735015	-0.02908509788253904	0.015507335304288767	0.10056568196102844	0.02603369065849932	0.010373443983403226	0.0957345971563974	0.0760526047507397	0.08029478555207971	0.03186254066227397	0.13145374449339145	-0.003547708427868784	-0.03268384663733648	0.028656247699894388	0.5487228003784294	0.043812463044951705	0.0032505224053876324	0.1365994931820918	0.013712047012733219	-0.03007866728366498	-0.02908509788253904	0.06127333652465264	0.057168922000912566	-0.026866442779641724	-0.025622648270917512	-0.012991880074955525	0.043812463044951705	0.013339118326657096	-0.03100544085861407	0.03899682745524862	0.011236591416240936	-0.03100544085861407	0.1175318315377078	0.06479320324899927	-0.03953170138360957	0.4637101811367911	-0.02280701754385814
response to toxic substance	-0.020539152759949577	0.0030270270270265544	-0.08281122309997256	-0.02604286702005023	-0.06016310201569466	-0.04905128088456112	-0.047800259884908	-0.025806451612902088	-0.03470715835140841	0.2771667399912021	-0.0669055374592835	-0.04026170105686856	-0.04653298637685719	0.019383259911894636	-0.03665198237885526	1.0	-0.06904164576016139	0.06643180674383496	0.006693440428380476	-0.04193971166448326	-0.028218694885362834	0.026349972165524	-0.06812852525508613	-0.057231061505580806	-0.04927408710954655	-0.007037297677691681	-0.06711409395973217	-0.05327077008004378	-0.06253796948147072	-0.03265912043050594	-0.0345816080447738	-0.04755774327906071	-0.028218694885362834	-0.0630372492836677	-0.023250986090927808	-0.014585232452141552	0.18670076726342733	-0.04145593234391789	-0.06500494125398086	-0.051788667421011354	-0.061010486177310995	-0.04927408710954655	-0.04793289394847123	-0.017656146546014613	-0.06144273770173048	-0.06043444241588737	-4.194630872495181E-4	0.08071647205532347	0.16634890371782776	-0.06858050801966792	-0.07142857142857154	-0.03850120316259861	-0.05521635253517366	-0.04507042253521059	0.09062912450505967	-0.05826949642094583	0.0021429664778811913	-0.025806451612902088	0.0030270270270265544	-0.007695789950203414	-0.009105960264898719	-0.06711409395973217	-0.04507042253521059	0.018341336606852728	-0.017656146546014613	-0.040610840745091366	-0.06268725512790983	-0.007037297677691681	-0.05627198124267323	-0.04026170105686856	-0.03850120316259861	-0.04576765907764162	0.5292376017764616	-0.03470715835140841	-0.03265912043050594	-0.014585232452141552	-0.040610840745091366	-0.05127126284786935	-0.04193971166448326	-0.08441642002316314	-0.06561222438174381	0.06225425950196419	0.10941774130519867	0.2119710255432718	-0.059215396002961336	-0.014585232452141552	0.034097589653145105
negative regulation of metabolic process	-0.022575141094632097	-0.0654245243009416	0.11678977442411498	0.1957106936843666	0.12936065194478	0.22503135332345228	0.23259656496847603	-0.029104446042556402	-0.04094750624925652	0.06998119908084384	0.15273508546144962	-0.01273885350318464	-0.058482462419469694	-0.006407751816830589	-0.006407751816830589	-0.06904164576016139	1.0	-0.01273885350318464	0.048399687743949954	0.09115702170583298	-0.032209737827715725	-0.03812671288086385	0.20306127743475355	0.2949937469208326	0.10319615625652684	0.0946312364425163	0.9604160327515145	0.21503017004936906	0.14063979674327298	3.2242463324289847E-4	0.2522232356629803	0.33338599326763013	0.007490636704120181	0.13741244334569425	0.01514108740536791	-0.01558323895809834	0.07508185257001142	0.30363131798035053	0.918177139916519	0.27375351484808974	0.8411107409986974	0.10319615625652684	-0.06071088207264139	0.02332413424730828	0.09234619944671328	0.1541539862452376	-0.06876711570910869	0.07936600772020072	0.061108924083214514	0.10445350021830888	0.11891337775499779	0.06380604194727739	0.7356651563060269	0.08232603724273113	0.10319615625652684	0.7903296703296699	0.07809591982820434	0.051609628156860085	0.12338488506884523	0.763132327223266	0.09051680883090686	0.8812480982545435	-0.0215615811826201	0.24398657467835183	-0.01914003382889646	0.2837171599048516	0.8730069516343737	0.0946312364425163	0.7543453070683661	-0.04890809827115617	-0.009620935154896282	0.311225632982299	-0.08002233181352864	-0.003094869658373806	-0.03812671288086385	-0.01558323895809834	0.29639473229591606	0.17398102061212983	-0.015765681622892543	0.13805565594506686	0.12064620989822501	-0.015765681622892543	-0.013325608342989332	-0.03521559313705421	0.1862845445240537	-0.01558323895809834	-0.032209737827715725
response to organic substance	-0.018298261665142635	-0.04722256741642917	-0.009045152819315762	-0.04563145886458087	-0.038576807807577	-0.014830110756523365	-0.013709793394372203	0.06653620352250837	0.04744787922358029	-0.03808487486398275	-0.030463532585452653	-0.03246753246753206	0.024539877300615617	0.0434983803794552	-0.03007866728366498	0.06643180674383496	-0.01273885350318464	1.0	-0.04645760743321706	-0.03355001048437857	0.06119162640902034	0.0516898608349909	-0.03151065801668234	-0.02207398423286835	-0.03808487486398275	-0.03957329662766823	-0.009826243259435532	-0.028172952567373864	-0.026699557425814154	-0.02733598409542798	-0.014830110756523365	-0.02414471400470583	-0.024154589371979455	-0.027131782945736413	-0.02042007001167035	-0.01341831600134051	0.054293121854505993	-0.019793569213779325	-0.0065839453026078345	-0.01726992080891223	-2.79602963791036E-4	-0.03808487486398275	0.021994408201306215	0.4920127795527144	-0.0364080792486814	-0.02487298096610301	-0.04793289394847152	-0.046052631578946755	0.0441772682790426	-0.04337821714675308	-0.034321372854914135	-0.031312905390291856	0.009266656015338763	-0.03552397868561441	-0.03808487486398275	0.0041753653444694915	-0.03642638036809702	-0.022365110427730556	-0.04722256741642917	-0.027989197151975568	-0.04026170105686856	-0.009826243259435532	0.027235050325636053	-0.0262578847000148	-0.01597444089456851	-0.019186921918692187	-0.0029526238088829564	-0.03957329662766823	0.007490636704121479	0.03636363636363795	0.039812122567660535	-0.022873481057898496	0.1417943107221028	-0.028756290438534733	-0.02733598409542798	-0.01341831600134051	-0.019186921918692187	-0.033435109888448715	0.03313063535332441	-0.012600150653975377	-0.018574382266210082	0.03313063535332441	0.3052434456928844	0.22038709677419363	0.04901531728665176	-0.01341831600134051	-0.024154589371979455
response to inorganic substance	-0.02203856749311394	0.29684908789386394	0.1246246246246248	-0.07911576497963954	-0.037293881954076145	0.04748786566968408	0.051549145299145664	-0.028218694885360263	0.004084967320262757	0.16403785488958939	-0.012152777777777495	0.11769260549748425	-0.016648570394499487	0.08584035298836777	0.12835940633774576	0.006693440428380476	0.048399687743949954	-0.04645760743321706	1.0	0.596651445966515	-0.031128404669259615	0.09571369121931082	-0.00639217898101175	0.03280203280203231	-0.021731510690501193	0.04553177030241257	0.0566343042071192	-0.0030525030525029003	0.0027331020708508294	-0.03662089055347284	0.061393152302242966	0.0479041916167667	-0.031128404669259615	0.0010413412475271523	-0.025191183085921057	-0.01532567049808497	0.029671717171717574	0.06748614123885298	0.06549118387909218	0.03854875283446706	0.08183990442054903	-0.021731510690501193	-0.019230769230769076	-0.018752930145334693	-0.044523014469979826	0.009832841691248897	0.3139158576051774	-0.049956933677863684	0.08183990442054903	-0.038403957560372175	-0.02777777777777777	0.039401103230889994	0.10461338531513972	-0.013980868285503621	-0.021731510690501193	0.09274821039526894	0.02171552660152001	0.3456790123456783	0.003869541182973414	0.02214022140221385	0.042168674698796066	0.0566343042071192	0.06401766004414985	0.049453464926244084	-0.018752930145334693	0.07017543859649156	0.07504363001745198	0.04553177030241257	0.10054434838296498	0.07665505226480848	-0.002364066193852424	0.04162401910610735	0.18661755678330222	0.4803921568627454	0.007490636704121338	-0.01532567049808497	0.07017543859649156	-0.014671676507425442	0.07229832572298323	0.11003929974991053	-0.007724301841948962	0.47564687975646935	0.609670188920909	0.2807463952502134	-0.0736648250460403	0.035440613026818855	0.06052745352356265
response to metal ion	-0.01863715783342956	-0.010675576562625841	0.125446299334169	-0.04779896318425534	-0.0020494953117794926	0.055622242661386975	0.05833280264917548	-0.022873481057900557	0.043940795559669475	0.07280438239971657	0.0177014415282827	0.09981128119102405	0.021508049978243376	-0.03100544085861407	0.11120220615636768	-0.04193971166448326	0.09115702170583298	-0.03355001048437857	0.596651445966515	1.0	-0.02474864655839244	-0.028099305500119173	0.025308103275792172	0.05089941114785811	0.016610708605761953	0.06559579112330023	0.09971689210443554	0.023268801191362536	0.02684790612890374	-0.028099305500119173	0.055622242661386975	0.04529008750096205	-0.02474864655839244	0.025798129635601345	-0.020843025960733917	-0.013599660008503734	0.0028867210830200545	0.05707266103753042	0.10922521475702467	0.049716035800303066	0.12765179224579476	0.016610708605761953	0.01899346721509717	-0.01623211930607705	-0.013390845297109428	0.03128271755994799	-0.012818496382510014	-0.00715301417675672	0.08403438185808386	-1.990233639213576E-4	0.008316008316008485	0.10532390708411435	0.15540047911675856	0.02416570771001256	0.016610708605761953	0.1406242391780687	0.021508049978243376	0.6590421729806991	0.028196560997474796	0.07183395492135554	0.06225425950196419	0.09971689210443554	0.14614499424625998	0.039562156027676376	-0.01623211930607705	0.058714179488646226	0.11984887092522613	0.06559579112330023	0.15025194686211768	0.16649192702872684	0.036502669167506774	0.048734101985022996	0.0451815842150414	-0.02960222016651114	-0.028099305500119173	-0.013599660008503734	0.058714179488646226	0.010473102253731131	0.15930043383947837	0.11350346765785732	0.020401254767439245	-0.03470715835141139	0.00458085203848064	0.05247475583512773	-0.045753503002574046	0.08776030599235073	-0.02474864655839244
cellular response to iron ion starvation	-0.015325670498084977	-0.031469979296065265	-0.03491844704801312	-0.03075531433740266	-0.03777931352222983	-0.03652574058096059	-0.03646522570210258	-0.01807909604519857	0.8539944903581266	-0.027131782945735802	-0.03735717834078486	-0.024154589371979455	0.6334716459197786	-0.02280701754385814	-0.02280701754385814	-0.028218694885362834	-0.032209737827715725	0.06119162640902034	-0.031128404669259615	-0.02474864655839244	1.0	-0.021194605009632123	-0.03741201427056216	-0.03691399040236274	-0.027131782945735802	-0.02787878787878741	-0.03178386968613342	-0.037236856024542325	-0.025505716798592672	0.2851637764932578	-0.03652574058096059	-0.03702401874633893	0.320512820512822	-0.014133507284192536	0.23741007194244634	-0.0117474302496334	0.47139107611548464	-0.036792330612773844	-0.03130287648054164	-0.03665709205307079	-0.030346135609294857	-0.027131782945735802	0.6105544422177688	0.1311475409836116	-0.01766513056835643	-0.03706261510128915	-0.03178386968613342	-0.03094606542882415	0.42200094831673796	-0.038026198651914096	-0.009389671361502512	0.2434928631402177	-0.028840820854133326	-0.025806451612904395	-0.027131782945735802	-0.029652351738241194	-0.026279391424618822	-0.01807909604519857	-0.031469979296065265	-0.03434816549570654	-0.028218694885362834	-0.03178386968613342	0.6580645161290318	-0.037135868356682304	-0.013661202185789091	-0.036759879217539856	-0.03075531433740266	-0.02787878787878741	-0.029126213592232775	0.7439613526570051	0.777497900923594	-0.03695652173913035	0.022919780767314043	-0.02203856749311394	-0.021194605009632123	0.2995594713656365	-0.036759879217539856	-0.03751251934808352	0.7130703789636496	-0.035200686842670456	-0.015575366328517373	-0.02474864655839244	0.028047464940670057	0.08713272543059877	-0.029895366218237532	-0.0117474302496334	-0.01923076923076704
response to acidic pH	-0.016547574276046532	0.04756622443093572	-0.04198157029151125	-0.03610561374716469	-0.03804500883279132	-0.02919152176672152	-0.02876741206804254	-0.01980420839428047	-0.024656766601288398	0.033238751520067375	-0.03504907090222171	0.0516898608349909	-0.03008926000575904	0.9145314459774222	0.05984590575165833	0.026349972165524	-0.03812671288086385	0.0516898608349909	0.09571369121931082	-0.028099305500119173	-0.021194605009632123	1.0	-0.035437407102451676	-0.031919670190620295	0.033238751520067375	0.02851323828920503	-0.037531453917344734	-0.03419785062172592	-0.03364904677266195	-0.02360515021459052	-0.02919152176672152	-0.03269507499643478	-0.021194605009632123	-0.03381014304291284	-0.018263757115750685	-0.012452242818734718	-0.034246956134985684	-0.031063458207480958	-0.036862603025089334	-0.03011311294682635	-0.03554298985207044	0.033238751520067375	-0.030668432424894736	-0.014623770273857915	-0.039748685728939644	-0.03296731293470232	0.08453107007293112	-0.036368788966558235	-0.03554298985207044	-0.03980409365002966	-0.0364773319437206	-0.02651286907118822	-0.033495344615564096	0.04152712659075682	-0.031211998378595993	-0.034594946318186735	0.038583357327957694	-0.01980420839428047	0.005235834405643292	-0.01411684667063468	0.026349972165524	-0.037531453917344734	-0.029470864032151392	-0.03348434114634593	-0.014623770273857915	-0.030835279272484254	-0.03610561374716469	0.02851323828920503	-0.033880903490759826	-0.02733598409542798	-0.02651286907118822	-0.03221928348160623	0.06604222892522475	0.24264499859904792	-0.02360515021459052	-0.012452242818734718	-0.030835279272484254	-0.03614981258272118	-0.028099305500119173	-0.0423902060765559	-0.034636655802491326	0.20036720683324064	0.18377823408624305	0.1722976421353462	-0.03492617875853236	-0.012452242818734718	0.08092485549133276
gene expression	-0.025012893243940376	-0.09403669724770639	0.43318362167932173	-0.00826671131388393	0.4581061241610738	0.6922313922246511	0.677621796976075	-0.033286863270777275	-0.049740401256329565	0.004639486478756986	0.7642719868216346	0.03962800805343384	-0.06811066656761727	-0.0334703025775121	0.03780351139335069	-0.06812852525508613	0.20306127743475355	-0.03151065801668234	-0.00639217898101175	0.025308103275792172	-0.03741201427056216	-0.035437407102451676	1.0	0.8017905711695374	0.125901681019416	0.12754665116033206	0.21573810068888002	0.7178610376887671	0.5255672575502655	-0.035437407102451676	0.6646700243641721	0.7673170731707315	-0.02719120624819191	0.508644450012528	-0.01891349384399047	-0.01670721467479066	-0.07416605282542367	0.6916026469917091	0.16875541317527754	0.7168976872415377	0.1798796469083514	0.125901681019416	-0.07216013910388235	-0.01060408891947998	0.48278992359482575	0.5491873075879364	-0.09201023954712893	-0.03226244864248934	-0.0901599815486548	0.5796439751907277	0.6489058039961941	-0.02740339503540022	0.15514696579935047	0.1082217973231357	-0.02567606215640777	0.15250370588420822	0.10400195268972394	0.007635388739946475	0.13471643035863223	0.12754542129008667	0.12332847455478795	0.15617390580449161	-0.07418738049713197	0.5869591530805114	0.009915791058580615	0.7001657174422371	0.17142438575195676	0.12754665116033206	0.160963124466774	-0.061998657761017775	-0.057920327561204174	0.788808817295464	-0.11223846735568407	-0.039548746875199964	-0.035437407102451676	-0.01670721467479066	0.7001657174422371	0.6041922216610144	-0.06606926204210228	0.4648824071477222	0.47358740435550334	-0.05591622145122495	-0.040003791828609234	-0.03131823436228974	0.1783463574489539	0.0038323250156092363	-0.02719120624819191
regulation of gene expression	-0.024789291026276333	-0.07251264755480626	0.5847391826074679	0.003790222772277285	0.4612136377854237	0.8528858118240116	0.8673554514535069	-0.03289203190527089	-0.04886391399951145	0.03037187612100887	0.6905729494591035	0.06791995148574918	-0.0633534900484557	-0.026973229881789285	0.06345208595685871	-0.057231061505580806	0.2949937469208326	-0.02207398423286835	0.03280203280203231	0.05089941114785811	-0.03691399040236274	-0.031919670190620295	0.8017905711695374	1.0	0.182470405356929	0.1862974570555795	0.30843189622281597	0.7213296722556524	0.6662132994293486	-0.031919670190620295	0.8528858118240116	0.9616544073314842	-0.023871047126861094	0.6580040661186245	-0.015744137163582524	-0.01660715768496237	-0.05991686926515543	0.8815936452773986	0.24876118772327446	0.909875299156065	0.25868365840391644	0.182470405356929	-0.06719936076707932	-0.007537792503623806	0.35820462620549637	0.6996311733485262	-0.06768409004196857	-7.717538105366396E-5	-0.07490869531432115	0.42900870068207553	0.5801749271137026	-0.01807424217863476	0.22329026158209886	0.15751445086705212	-0.007652756187971161	0.22244826102265194	0.15313763966200783	0.019406298824109793	0.207803158056109	0.22058823529411764	0.18190453573972928	0.23563525371995447	-0.07225433526011538	0.7688336349879833	0.01880306481673248	0.8910619744627841	0.24976794554455453	0.1862974570555795	0.23134064379200556	-0.06064281382656148	-0.056735289349975314	0.9854913769504516	-0.10468384074941417	-0.035914976789640715	-0.031919670190620295	-0.01660715768496237	0.8910619744627841	0.6025441617598044	-0.06453174155037535	0.6231176798661462	0.6138545160171157	-0.05170605791723769	-0.018629878552057364	-0.02790507364975446	0.25526932084309134	0.009798223034127673	-0.023871047126861094
positive regulation of macromolecule biosynthetic process	-0.019957234497506245	0.011752740422645881	0.1916568006128559	-0.01910750997702106	0.06660001538106582	0.19600992920842128	0.20197945494629227	-0.024894420982440404	-0.033077377436504754	0.1033834586466159	0.13222654335109008	0.13492927094668103	0.008532983262227343	0.08690658499234113	0.08690658499234113	-0.04927408710954655	0.10319615625652684	-0.03808487486398275	-0.021731510690501193	0.016610708605761953	-0.027131782945735802	0.033238751520067375	0.125901681019416	0.182470405356929	1.0	0.9523524123464193	0.1127037969143229	0.12398211996257677	0.13202126131302988	-0.031211998378595993	0.19600992920842128	0.17013981485008925	-0.027131782945735802	0.12966517381104742	-0.022508038585209344	-0.014289359530494554	-0.05298013245033197	0.1959964896151116	0.12316176470588135	0.21090078615661664	0.10327108660233206	1.0	0.0060907196666130595	-0.017224409448820387	0.054305663304887536	0.14195772747714	0.04311193784878029	-0.058236272878536686	-0.056147386890587396	0.053368741165888495	0.10886469673405888	0.022723039672192684	0.1277254184836138	0.9198184568835099	-0.046052631578948115	0.1569459172852587	0.8956350508697076	-0.024894420982440404	0.6945417561306364	0.07622588891471016	0.9300483941926969	0.1127037969143229	-0.04236006051437116	0.15750889163097898	-0.017224409448820387	0.19958543085578923	0.1347200386987553	0.9523524123464193	0.1670802315963589	-0.03808487486398275	-0.0365058670143422	0.1777150916784202	-0.05462348809988318	-0.033077377436504754	0.033238751520067375	-0.014289359530494554	0.19958543085578923	0.09509470324309678	-0.039582965188195526	0.2587169216626174	0.11752833933196541	-0.039582965188195526	-0.052109181141440405	-0.029233660471913704	0.06944986344127954	-0.014289359530494554	0.041343669250647794
